1924           .               .       45194            .
1925           .               .       38292            .
1926           .               .       44181            .
1927           .               .       45168            .
1928           .               .       30309            .
1929           .               .       26501            .
1930           .               .       33021            .
1931           .               .       45418            .
1932           .               .       44741            .
1933           .               .       37721            .
1934           .               .       35497            .
1935           .               .       32120            .
1936           .               .       34770            .
1937           .               .       26643            .
1938           .               .       23754            .
1939           .               .           .            .
1940           .               .           .            .
1941           .               .           .            .
1942           .               .           .            .
1943           .               .           .            .
1944           .               .           .            .
1945           .               .           .            .
1946           .               .       30483            .
1947           .               .       30990            .
1948           .               .       20710            .
1949           .               .       28134            .
1950           .               .       35975            .
1951           .               .       35394            .
1952           .               .       33515            .
1953           .               .       27141            .
1954           .               .       36206            .
1955           .               .       38858            .
1956           .               .       27574            .
1957           .               .       31485            .
1958           .               .       27897            .
 1959      . 12019   25982                   .
 1960      . 20654  39220                 .
 1961  46439 20290 21598 .6059
 1962  43326 21834 20967 .5226
 1963  49054  8269 22215 .4944
 1964  55362 18566 21078 .5017
 1965  57057 23451 24212 .4909
 1966  60629 17582 20418 .4743
 1967  73934  9325 23562 .3900
 1968  82484  8608 29930 .4642
 1969  83487 11928 32371 .4375
 1970  82034 21320 24183 .3882
 1971  63307 12573 23010 .3526
 1972  57179 30480 18727 .3358
 1973  83547 38316 22228 .2886
 1974  98432 18574 24581 .3139
 1975 109563  9994 36775 .3947
 1976 123072 10745 39799 .4749
 1977 112049 14994 34927 .6758
 1978  78498 23520 26585 .4260
 1979  66709 14012 23112 .4274
 1980  58860 22083 20513 .3946
 1981  63497 25109 22963 .4652
 1982  66933 47766 21489 .4143
 1983  78389 17285 38133 .7073
 1984  96484  9510 36979 .5098
 1985  84521 10263 39484 .7084
 1986  73415  9124 34595 .6710
 1987  61843 15480 21391 .4508
 1988  52347  3604 23182 .6103
 1989  38938  6666 22068 .7835
 1990  29518 11490 13487 .6304
 1991  21627 10859  8750 .4585
 1992  21170 27160  6396 .3519
 1993  33680 41415  6107 .2104
 1994  55531  9943  9046 .1933
 1995  68941  5073 23045 .3110
 1996  88691  6378 40422 .6603
 1997  85738 19465 34304 .6595
 1998  55750 29465 24005 .4688
 1999  43411     . 20013 .5436
 2000  45946     . 22496 .6124
