 1969  28884 13374  .  .
 1970  26916 30760  .  .
 1971  59034 45841  .  .
 1972  96814 31785  .  .
 1973 128278 29445  .  .
 1974 168294 36046  .  .
 1975 137366 44686  .  .
 1976  84616 34229  .  .
 1977  72952 12399  .  .
 1978  69205 12530  .  .
 1979  58688 21510  .  .
 1980  78154 18069  .  .
 1981 189423 35110  .  .
 1982 360246 37580  .  .
 1983 265861 50033  .  .
 1984  96647 44478  .  .
 1985 216304 66530  .  .
 1986 254141 77017  .  .
 1987 205196 54443  .  .
 1988 326141 53313  .  .
 1989 297611 29128  .  .
 1990 281184 29661  .  .
 1991 310322 26899  .  .
 1992 250438 26170  .  .
 1993 257578 21357  .  .
 1994 169975 60501  .  .
 1995 103872 54408  .  .
 1996 149461 20634  .  .
 1997 140080 17835  .  .
 1998  55188  2353  .  .
 1999  44692  1907  .  .
 2000  74239  1990  .  .
 2001  71235  2207  .  .
 2002  65921  1622  .  .
 2003  69860  3602  .  .
