ASALEXRRBR.doc:KGPRECF0  @ NA
ASALEXRRBRLRG.doc:KGPRECF0  @ NA
ASALGIR2.doc:KGPRECF0  @ NA
ASALGIR3.doc:KGPRECF0  @ NA
ASALGIRN.doc:KGPRECF0  @ NA
ASALGRGR.doc:KGPRECF0  @ NA
ASALGRGRLRG.doc:KGPRECF0  @ NA
ASALGRSBR.doc:KGPRECF0  @ NA
ASALGRSBRLRG.doc:KGPRECF0  @ NA
ASALHLR.doc:KGPRECF0  @ NA
ASALHLRLRG.doc:KGPRECF0  @ NA
ASALHUMR.doc:KGPRECF0  @ NA
ASALHUMRLRG.doc:KGPRECF0  @ NA
ASALLAHAVE.doc:KGPRECF0  @ NA
ASALLCR.doc:KGPRECF0  @ NA
ASALLOMR.doc:KGPRECF0  @ NA
ASALLOMRLRG.doc:KGPRECF0  @ NA
ASALMAR.doc:KGPRECF0  @ 1.089
ASALMBR.doc:KGPRECF0  @ NA
ASALMBRLRG.doc:KGPRECF0  @ NA
ASALMIR.doc:KGPRECF0  @ NA
ASALNEBR2.doc:KGPRECF0  @ NA
ASALNEBR2LRG.doc:KGPRECF0  @ NA
ASALNEBR.doc:KGPRECF0  @ NA
ASALNEPI.doc:KGPRECF0  @ NA
ASALNER.doc:KGPRECF0  @ NA
ASALNERLRG.doc:KGPRECF0  @ NA
ASALPGBR.doc:KGPRECF0  @ NA
ASALPGBRLRG.doc:KGPRECF0  @ NA
ASALPOLL.doc:KGPRECF0  @ NA
ASALREST.doc:KGPRECF0  @ NA
ASALRR2.doc:KGPRECF0  @ NA
ASALRR2LRG.doc:KGPRECF0  @ NA
ASALRR.doc:KGPRECF0  @ NA
ASALSAHLLG.doc:KGPRECF0  @ NA
ASALSAHLSM.doc:KGPRECF0  @ NA
ASALSHEBD1.doc:KGPRECF0  @ NA
ASALSHEBD2.doc:KGPRECF0  @ NA
ASALTNRLW.doc:KGPRECF0  @ NA
ASALTNRLWLRG.doc:KGPRECF0  @ NA
ASALTNRUP.doc:KGPRECF0  @ NA
ASALTNRUPLRG.doc:KGPRECF0  @ NA
ASALTOB.doc:KGPRECF0  @ NA
ASALTOBI1SW.doc:KGPRECF0  @ NA
ASALTOBIMSW.doc:KGPRECF0  @ NA
ASALTORR.doc:KGPRECF0  @ NA
ASALTORRLRG.doc:KGPRECF0  @ NA
ASALTRI.doc:KGPRECF0  @ NA
ASALUME0.doc:KGPRECF0  @ NA
ASALWARM.doc:KGPRECF0  @ 1.089
ASALWARMSMGR.doc:KGPRECF0  @ NA
ASALWARMSMO.doc:KGPRECF0  @ NA
ASALWARMSMSA.doc:KGPRECF0  @ NA
ASHADCON.doc:KGPRECF0  @ 3.55745
ATKAALI.doc:KGPRECF0  @ 0.71
AYUBIWA.doc:KGPRECF0  @ 0.45
BCROAECS.doc:KGPRECF0  @ NA
BDUCK.doc:KGPRECF0  @ 1
BHERCHO.doc:KGPRECF0  @ 0.307
BHERCON.doc:KGPRECF0  @ 0.307
BHERSTJON2.doc:KGPRECF0  @ NA307
BHERSTJON.doc:KGPRECF0  @ NA
BIGEYEATLANTIC.doc:KGPRECF0  @ 15.5
BIGEYEEPACIFIC.doc:KGPRECF0  @ 22
BLOLMICH.doc:KGPRECF0  @ NA
BLUEPIKELERIE.doc:KGPRECF0  @ NA
BMONK.doc:KGPRECF0  @ 10.3
BOCAEURCON.doc:KGPRECF0  @ NA
BRANWAK.doc:KGPRECF0  @ NA
BREAMTJE.doc:KGPRECF0  @ NA
BRNTROBBBR1.doc:KGPRECF0  @ NA
BRNTROBBBR2.doc:KGPRECF0  @ NA
BRNTROBBBR3.doc:KGPRECF0  @ NA
BRNTROBBBR4.doc:KGPRECF0  @ NA
BRNTROBBBR5.doc:KGPRECF0  @ NA
BRNTROWBAS0.doc:KGPRECF0  @ NA
BRNTROWBAS1.doc:KGPRECF0  @ NA
BRNTROWBMJ0.doc:KGPRECF0  @ NA
BRNTROWBMJ1.doc:KGPRECF0  @ NA
BTRODING2.doc:KGPRECF0  @ 4.2
BTRODING.doc:KGPRECF0  @ 4.2
BTROFGUT1.doc:KGPRECF0  @ 4.2
BTROFIS1.doc:KGPRECF0  @ 4.2
BTROFLO2.doc:KGPRECF0  @ 4.2
BTROFLOW.doc:KGPRECF0  @ 4.2
BTROHD2.doc:KGPRECF0  @ 4.2
BTROHD3.doc:KGPRECF0  @ 4.2
BTROHEL2.doc:KGPRECF0  @ 4.2
BTROHEL3.doc:KGPRECF0  @ 4.2
BTROHUNT.doc:KGPRECF0  @ NA
BTROPARV2.doc:KGPRECF0  @ 4.2
BTROPARV.doc:KGPRECF0  @ 4.2
BTROSCMTMICHA0.doc:KGPRECF0  @ NA
BTROSCMTMICHA1.doc:KGPRECF0  @ NA
BTROSCMTMICHA2.doc:KGPRECF0  @ NA
BTROSCMTMICHA3.doc:KGPRECF0  @ NA
BTROSCMTMICHA4.doc:KGPRECF0  @ NA
BTROWON3.doc:KGPRECF0  @ 4.2
BTROWOND.doc:KGPRECF0  @ 4.2
BTUNAWA.doc:KGPRECF0  @ 940.702
BUTTER56.doc:KGPRECF0  @ NA
BWHIT.doc:KGPRECF0  @ 0.55
BWHITNA.doc:KGPRECF0  @ 0.53
BWHITSA.doc:KGPRECF0  @ 0.38
CAPEICE0.doc:KGPRECF0  @ NA
CAPEICE.doc:KGPRECF0  @ NA
CAPENF0.doc:KGPRECF0  @ NA
CAPENF1.doc:KGPRECF0  @ NA
CAPENF.doc:KGPRECF0  @ NA
CAPENGSTL.doc:KGPRECF0  @ NA
CAPENOR.doc:KGPRECF0  @ 0.0063
CAPENORLAR0.doc:KGPRECF0  @ 0.0063
CAPENORLAR.doc:KGPRECF0  @ 0.0063
CHAMPSGEORGIA.doc:KGPRECF0  @ NA
CHAMPSORKNEY.doc:KGPRECF0  @ NA
CHILIPEPPER.doc:KGPRECF0  @ 1.29982
CHNKCAN.doc:KGPRECF0  @ 1.0
CHNKCHICKAMIN.doc:KGPRECF0  @ 1.0
CHNKKETA.doc:KGPRECF0  @ 1.0
CHNKKING.doc:KGPRECF0  @ 1.0
CHNKSITUK.doc:KGPRECF0  @ 1.0
CHUBEDEN.doc:KGPRECF0  @ NA
CHUBRSTO.doc:KGPRECF0  @ NA
CHUMCAK.doc:KGPRECF0  @ 1
CHUMCBC.doc:KGPRECF0  @ 1
CHUMFR.doc:KGPRECF0  @ 1
CHUMHOOK.doc:KGPRECF0  @ NA
CHUMJOHN.doc:KGPRECF0  @ 1
CHUMMIN.doc:KGPRECF0  @ NA
CHUMNBC.doc:KGPRECF0  @ 1
CHUMQCI.doc:KGPRECF0  @ 1
CHUMTILL.doc:KGPRECF0  @ NA
CHUMWVAN.doc:KGPRECF0  @ 1
CMACKBAJA.doc:KGPRECF0  @ NA
CMACKCAL2.doc:KGPRECF0  @ NA
CMACKCAL.doc:KGPRECF0  @ 0.67
CMACKGCAL.doc:KGPRECF0  @ NA
CMACKJAP2.doc:KGPRECF0  @ 1
CMACKJAP.doc:KGPRECF0  @ NA
CMACKSA.doc:KGPRECF0  @ NA
CNMACKSE.doc:KGPRECF0  @ NA
COD1.doc:KGPRECF0  @ 18.3
COD2J3KL.doc:KGPRECF0  @ 11.94
COD3M.doc:KGPRECF0  @ NA
COD3MVPA.doc:KGPRECF0  @ NA
COD3NO.doc:KGPRECF0  @ 21.79
COD3Pn4RS2.doc:KGPRECF0  @ 8.77
COD3Pn4RS.doc:KGPRECF0  @ 8.77
COD3Ps.doc:KGPRECF0  @ 16.52
COD4TVn.doc:KGPRECF0  @ 8.21
COD4VsW.doc:KGPRECF0  @ 9.83
COD4X.doc:KGPRECF0  @ 12.14
COD5Y2.doc:KGPRECF0  @ NA
COD5Y.doc:KGPRECF0  @ 27.82
COD5Z2.doc:KGPRECF0  @ NA
COD5Z.doc:KGPRECF0  @ 27.13
CODBA2224.doc:KGPRECF0  @ 10.5 
CODBA2532.doc:KGPRECF0  @ 9.0 
CODCOASTNOR.doc:KGPRECF0  @ 20.00
CODCS.doc:KGPRECF0  @ 37.90
CODFAPL.doc:KGPRECF0  @ 22.25 
CODGREEN.doc:KGPRECF0  @ 5.9
CODICE2.doc:KGPRECF0  @ 24. 
CODICE.doc:KGPRECF0  @ 17. 
CODIS.doc:KGPRECF0  @ 25.0 
CODKAT.doc:KGPRECF0  @ 16.70
CODNEAR2.doc:KGPRECF0  @ 19.00
CODNEAR3.doc:KGPRECF0  @ 6.03
CODNEAR4.doc:KGPRECF0  @ NA
CODNEAR.doc:KGPRECF0  @ 19.00
CODNEARwCan.doc:KGPRECF0  @ 19.00
CODNS.doc:KGPRECF0  @ 11.5 
CODSKAG.doc:KGPRECF0  @ 27.50
CODVIa.doc:KGPRECF0  @ 24.5
CODVIId.doc:KGPRECF0  @ 9.762123
COHOBEAR.doc:KGPRECF0  @ NA
COHOBEEF.doc:KGPRECF0  @ NA
COHOBIGBEEF.doc:KGPRECF0  @ NA
COHOCHRIS.doc:KGPRECF0  @ NA
COHODEER.doc:KGPRECF0  @ NA
COHODESCHUTES.doc:KGPRECF0  @ NA
COHODISC.doc:KGPRECF0  @ NA
COHOFLYNFRY.doc:KGPRECF0  @ NA
COHOHARRBC.doc:KGPRECF0  @ NA
COHOHARR.doc:KGPRECF0  @ NA
COHOHOOK.doc:KGPRECF0  @ NA
COHOHOOKFRY.doc:KGPRECF0  @ NA
COHOHUNT.doc:KGPRECF0  @ NA
COHOHURS.doc:KGPRECF0  @ NA
COHOKEOG.doc:KGPRECF0  @ NA
COHOLOST.doc:KGPRECF0  @ NA
COHOMILL.doc:KGPRECF0  @ NA
COHOMIN.doc:KGPRECF0  @ NA
COHONEBRFRY.doc:KGPRECF0  @ NA
COHONILE.doc:KGPRECF0  @ NA
COHOPILC.doc:KGPRECF0  @ NA
COHOQUMS.doc:KGPRECF0  @ NA
COHOQUMSFRY.doc:KGPRECF0  @ NA
COHOQURS.doc:KGPRECF0  @ NA
COHOSHAL.doc:KGPRECF0  @ NA
COHOSKY.doc:KGPRECF0  @ NA
COHOSNAH.doc:KGPRECF0  @ NA
COHOSNOW.doc:KGPRECF0  @ NA
COHOSPRI.doc:KGPRECF0  @ NA
COHOTAYU.doc:KGPRECF0  @ NA
COHOWILD.doc:KGPRECF0  @ NA
CRAPPIEATKINS.doc:KGPRECF0  @ 2.27
CRAPPIENIMROD.doc:KGPRECF0  @ 2.27
CRAPPIEOKA.doc:KGPRECF0  @ 2.27
CRAPPIEROSS.doc:KGPRECF0  @ 2.27
CROCKCOL.doc:KGPRECF0  @ NA
DABBELT.doc:KGPRECF0  @ NA
DACEEDEN.doc:KGPRECF0  @ NA
DACERFRO.doc:KGPRECF0  @ NA
DRUMERIEW.doc:KGPRECF0  @ NA
EPERCHIJS.doc:KGPRECF0  @ NA
EPERCHKYRON.doc:KGPRECF0  @ NA
EPERCHLCON.doc:KGPRECF0  @ NA
EPERCHWIND.doc:KGPRECF0  @ NA
ESOLEHSTR.doc:KGPRECF0  @ NA
FLATHFLOKAM.doc:KGPRECF0  @ NA
FLOUNDERBALTIC.doc:KGPRECF0  @ 1.2
FOURSPOTMEG.doc:KGPRECF0  @ 0.75 
FSCADSEN.doc:KGPRECF0  @ NA
GHALEBS.doc:KGPRECF0  @ NA
GHALNAFO23.doc:KGPRECF0  @ 3.3
GHALNEAR.doc:KGPRECF0  @ 10.46091
GHALNWATL.doc:KGPRECF0  @ 23.319
GHALV_XIV.doc:KGPRECF0  @ 13.05833
GMULTAI.doc:KGPRECF0  @ NA
GOBISGEORGIA.doc:KGPRECF0  @ NA
GOLDANCH.doc:KGPRECF0  @ 1
GSHIGEO.doc:KGPRECF0  @ NA
GSTURGDANUBE.doc:KGPRECF0  @ NA
GUDGRFRO.doc:KGPRECF0  @ NA
HAD3NO1.doc:KGPRECF0  @ NA
HAD3NO2.doc:KGPRECF0  @ NA
HAD3Ps1.doc:KGPRECF0  @ NA
HAD3Ps2.doc:KGPRECF0  @ NA
HAD4TVW.doc:KGPRECF0  @ 8.13
HAD4X2.doc:KGPRECF0  @ 6.65
HAD4X.doc:KGPRECF0  @ 6.65
HAD5Y.doc:KGPRECF0  @ NA
HAD5Z.doc:KGPRECF0  @ 9.67
HADCS.doc:KGPRECF0  @ 4.95 
HADFAPL.doc:KGPRECF0  @ 8.2 
HADICE2.doc:KGPRECF0  @ 3.95 
HADICE.doc:KGPRECF0  @ 10.86
HADIS.doc:KGPRECF0  @ 6.1
HADNEAR.doc:KGPRECF0  @ 7.10
HADNS2.doc:KGPRECF0  @ 0.070
HADNS.doc:KGPRECF0  @ 0.060
HADROCK.doc:KGPRECF0  @ 2.1
HADVIa2.doc:KGPRECF0  @ 3.1
HADVIa.doc:KGPRECF0  @ 2.03
HAKEFCHILE.doc:KGPRECF0  @ NA
HAKEJAB.doc:KGPRECF0  @ NA
HAKENOR.doc:KGPRECF0  @ 3.998
HAKEPERU.doc:KGPRECF0  @ NA
HAKESCCHILE.doc:KGPRECF0  @ NA
HAKESOU.doc:KGPRECF0  @ 3.3 
HAKESWATL.doc:KGPRECF0  @ 5.937658
HERR2224.doc:KGPRECF0  @ 0.38
HERR25-27.doc:KGPRECF0  @ 0.151 
HERR25-2932GOR2.doc:KGPRECF0  @ 0.1 
HERR25-2932GOR.doc:KGPRECF0  @ 0.1
HERR282932.doc:KGPRECF0  @ 0.151 
HERR2829s.doc:KGPRECF0  @ NA
HERR302.doc:KGPRECF0  @ 0.158 
HERR30.doc:KGPRECF0  @ NA
HERR4-5.doc:KGPRECF0  @ 0.60
HERR4Rfa.doc:KGPRECF0  @ NA
HERR4Rsp.doc:KGPRECF0  @ NA
HERR4Tfa.doc:KGPRECF0  @ NA
HERR4Tsp.doc:KGPRECF0  @ NA
HERR4WX.doc:KGPRECF0  @ NA
HERRAB.doc:KGPRECF0  @ NA
HERRARBO.doc:KGPRECF0  @ NA
HERRBOTB2.doc:KGPRECF0  @ 0.24 
HERRBOTB.doc:KGPRECF0  @ NA
HERRCC.doc:KGPRECF0  @ 0.25
HERRCD.doc:KGPRECF0  @ NA
HERRCRAIG.doc:KGPRECF0  @ NA
HERRCS.doc:KGPRECF0  @ 0.53
HERRDOWN.doc:KGPRECF0  @ 0.79
HERRDVI.doc:KGPRECF0  @ NA
HERREBER.doc:KGPRECF0  @ NA512
HERREF.doc:KGPRECF0  @ NA
HERRGB2.doc:KGPRECF0  @ 0.91
HERRGB.doc:KGPRECF0  @ NA
HERRGFIN.doc:KGPRECF0  @ 0.20
HERRGH.doc:KGPRECF0  @ NA
HERRGM.doc:KGPRECF0  @ 0.68
HERRGOR2.doc:KGPRECF0  @ NA
HERRGOR.doc:KGPRECF0  @ 0.095
HERRHOKA.doc:KGPRECF0  @ NA
HERRHOKB.doc:KGPRECF0  @ NA
HERRHOKC.doc:KGPRECF0  @ NA
HERRHOKD.doc:KGPRECF0  @ NA
HERRHOK.doc:KGPRECF0  @ NA
HERRI.doc:KGPRECF0  @ NA
HERRIspr.doc:KGPRECF0  @ 2.88
HERRIsum.doc:KGPRECF0  @ 2.13
HERRKAN.doc:KGPRECF0  @ NA
HERRNIRS.doc:KGPRECF0  @ 0.52
HERRNOR.doc:KGPRECF0  @ 1.62
HERRNS2.doc:KGPRECF0  @ 0.79
HERRNS.doc:KGPRECF0  @ 0.79
HERRNSG.doc:KGPRECF0  @ 0.15
HERRNWCVI.doc:KGPRECF0  @ 0.16
HERRONE.doc:KGPRECF0  @ NA
HERRPRD.doc:KGPRECF0  @ 0.38
HERRQCI.doc:KGPRECF0  @ 0.32
HERRREVC.doc:KGPRECF0  @ NA
HERRSCB.doc:KGPRECF0  @ NA
HERRSD30.doc:KGPRECF0  @ NA
HERRSD31.doc:KGPRECF0  @ NA
HERRSEALA.doc:KGPRECF0  @ NA169
HERRSEYC.doc:KGPRECF0  @ NA
HERRSIT.doc:KGPRECF0  @ NA
HERRSSG.doc:KGPRECF0  @ 0.15
HERRSWCVI.doc:KGPRECF0  @ 0.51
HERRVIa2.doc:KGPRECF0  @ 0.56 
HERRVIa.doc:KGPRECF0  @ 1.91
HERRVIaVIIbc.doc:KGPRECF0  @ 1.76 
HERRYS.doc:KGPRECF0  @ NA
HHERRHOKB.doc:KGPRECF0  @ NA
HRTAILECHINA.doc:KGPRECF0  @ NA
JONAHCRAB4X.doc:KGPRECF0  @ NA
JONAHCRAB5Y.doc:KGPRECF0  @ NA
JONAHCRAB5Z.doc:KGPRECF0  @ NA
KMACKMEX.doc:KGPRECF0  @ NA
KPRAWNPB.doc:KGPRECF0  @ 1
LEPIKERGUELEN.doc:KGPRECF0  @ NA
LEPILENABANK.doc:KGPRECF0  @ NA
LEPIOBBANK.doc:KGPRECF0  @ NA
LIZECHINA.doc:KGPRECF0  @ NA
LMOUTHBASSBULL.doc:KGPRECF0  @ NA
LMOUTHBASSEUFAULA2.doc:KGPRECF0  @ NA
LMOUTHBASSEUFAULA.doc:KGPRECF0  @ NA
LMOUTHBASSKERR.doc:KGPRECF0  @ NA
LMOUTHBASSSMITH.doc:KGPRECF0  @ NA
LONGHDABKAM.doc:KGPRECF0  @ NA
LTROLSUP.doc:KGPRECF0  @ NA
LTROOPEO.doc:KGPRECF0  @ 8322
LWHFSHGEORGIANBAY.doc:KGPRECF0  @ NA
LWHFSHHUR.doc:KGPRECF0  @ NA
LWHFSHTB.doc:KGPRECF0  @ NA
LWHFSHWB.doc:KGPRECF0  @ NA
MACK2-6.doc:KGPRECF0  @ 1.96
MACKBLACK.doc:KGPRECF0  @ NA
MACKHBLACK.doc:KGPRECF0  @ 0.026
MACKHSICES.doc:KGPRECF0  @ 0.8444
MACKHWS.doc:KGPRECF0  @ 0.67
MACKNEICES.doc:KGPRECF0  @ 1.9481
MACKSEN.doc:KGPRECF0  @ NA
MACKSPO.doc:KGPRECF0  @ NA
MACKVIIIcIXa.doc:KGPRECF0  @ 0.84546
MACKWS.doc:KGPRECF0  @ 1.87
MASKINOGIES.doc:KGPRECF0  @ NA
MEG7-8ab.doc:KGPRECF0  @ NA
MEG7-8.doc:KGPRECF0  @ 1.41  
MEG78.doc:KGPRECF0  @ 1.41  
MEG8c9a.doc:KGPRECF0  @ 0.78 
MENATLAN.doc:KGPRECF0  @ 0.17
MENGULF.doc:KGPRECF0  @ 0.02691043
MONK78ab.doc:KGPRECF0  @ NA
MONK78.doc:KGPRECF0  @ 27.0 
NOTOKERGUELEN.doc:KGPRECF0  @ NA
NOTOSGEORGIA.doc:KGPRECF0  @ NA
NOTOSORKNEY.doc:KGPRECF0  @ NA
NPOUTNS.doc:KGPRECF0  @ 0.00492
NSTONECRAB4X.doc:KGPRECF0  @ NA
NSTONECRAB5Y.doc:KGPRECF0  @ NA
NSTONECRAB5Z.doc:KGPRECF0  @ NA
NZSNAPAREA8.doc:KGPRECF0  @ 50.956
NZSNAPPLENTY.doc:KGPRECF0  @ 26.574
PAHEADHAN.doc:KGPRECF0  @ NA
PANCHNCS2.doc:KGPRECF0  @ NA
PANCHNCS.doc:KGPRECF0  @ NA
PANDAL0A.doc:KGPRECF0  @ NA
PANDAL0B.doc:KGPRECF0  @ NA
PANDAL2G.doc:KGPRECF0  @ NA
PANDAL3M2.doc:KGPRECF0  @ NA
PANDAL3M.doc:KGPRECF0  @ NA
PANDALBS.doc:KGPRECF0  @ NA
PANDALESS.doc:KGPRECF0  @ NA
PANDALFC.doc:KGPRECF0  @ NA
PANDALH3K.doc:KGPRECF0  @ NA
PANDALHC.doc:KGPRECF0  @ NA
PANDALICE.doc:KGPRECF0  @ NA
PANDALNGSTL.doc:KGPRECF0  @ NA
PANDALNSEA.doc:KGPRECF0  @ NA
PATAGOSGEORGIA.doc:KGPRECF0  @ NA
PCODEBS.doc:KGPRECF0  @ NA
PCODGA.doc:KGPRECF0  @ NA
PCODHS.doc:KGPRECF0  @ NA
PCODWCVANI.doc:KGPRECF0  @ NA
PERCHALI.doc:KGPRECF0  @ 3.094705
PERCHBC.doc:KGPRECF0  @ NA
PERCHEBS.doc:KGPRECF0  @ 3.094705
PERCHGA.doc:KGPRECF0  @ 3.49867
PERCHGOOSE.doc:KGPRECF0  @ 16.29
PERCHWUS.doc:KGPRECF0  @ 322908.
PHAKEBAJA.doc:KGPRECF0  @ NA
PHAKEGCAL.doc:KGPRECF0  @ NA
PHAKEVANCON2.doc:KGPRECF0  @ NA
PHAKEVANCON.doc:KGPRECF0  @ 1.79
PHALCANUS.doc:KGPRECF0  @ 62.13
PIKEKAB.doc:KGPRECF0  @ NA
PIKEQUINTE.doc:KGPRECF0  @ NA
PIKERAIN.doc:KGPRECF0  @ NA
PIKERFRO.doc:KGPRECF0  @ NA
PIKEWINN.doc:KGPRECF0  @ 6.76
PIKEWINS.doc:KGPRECF0  @ 5.17
PIKEWOOD.doc:KGPRECF0  @ NA
PINKAK.doc:KGPRECF0  @ NA
PINKAKPW.doc:KGPRECF0  @ 1
PINKAUKE2.doc:KGPRECF0  @ NA 
PINKAUKE.doc:KGPRECF0  @ NA 
PINKBAK1.doc:KGPRECF0  @ NA
PINKBAK2.doc:KGPRECF0  @ NA
PINKBAK3.doc:KGPRECF0  @ 1
PINKBC10.doc:KGPRECF0  @ 1
PINKBC11.doc:KGPRECF0  @ 1
PINKBC12.doc:KGPRECF0  @ 1
PINKBC13.doc:KGPRECF0  @ 1
PINKBC14.doc:KGPRECF0  @ 1
PINKBC15.doc:KGPRECF0  @ 1
PINKBC16.doc:KGPRECF0  @ 1
PINKBC17.doc:KGPRECF0  @ 1
PINKBC18.doc:KGPRECF0  @ 1
PINKBC19.doc:KGPRECF0  @ 1
PINKBC1.doc:KGPRECF0  @ 1
PINKBC20.doc:KGPRECF0  @ 1
PINKBC21.doc:KGPRECF0  @ 1
PINKBC22.doc:KGPRECF0  @ 1
PINKBC23.doc:KGPRECF0  @ 1
PINKBC24.doc:KGPRECF0  @ 1
PINKBC25.doc:KGPRECF0  @ 1
PINKBC2.doc:KGPRECF0  @ 1
PINKBC3.doc:KGPRECF0  @ 1
PINKBC4.doc:KGPRECF0  @ 1
PINKBC5.doc:KGPRECF0  @ 1
PINKBC6.doc:KGPRECF0  @ 1
PINKBC7.doc:KGPRECF0  @ 1
PINKBC8.doc:KGPRECF0  @ 1
PINKBC9.doc:KGPRECF0  @ 1
PINKBRIS.doc:KGPRECF0  @ NA
PINKBROP.doc:KGPRECF0  @ 1
PINKBRU.doc:KGPRECF0  @ 1
PINKCAK.doc:KGPRECF0  @ 1
PINKCBC.doc:KGPRECF0  @ 1
PINKDAG1.doc:KGPRECF0  @ NA
PINKDES.doc:KGPRECF0  @ 1
PINKFR.doc:KGPRECF0  @ 1
PINKHOOK.doc:KGPRECF0  @ NA
PINKHUMP.doc:KGPRECF0  @ 1
PINKISLC.doc:KGPRECF0  @ 1
PINKJAML.doc:KGPRECF0  @ 1
PINKKA.doc:KGPRECF0  @ 1
PINKKOD1.doc:KGPRECF0  @ 1
PINKKOD2.doc:KGPRECF0  @ NA
PINKLESN.doc:KGPRECF0  @ NA
PINKLSE1.doc:KGPRECF0  @ NA 
PINKLSE2.doc:KGPRECF0  @ NA 
PINKLSE3.doc:KGPRECF0  @ 1 
PINKLUT1.doc:KGPRECF0  @ NA
PINKLUT2.doc:KGPRECF0  @ NA
PINKLUT3.doc:KGPRECF0  @ 1
PINKNSA.doc:KGPRECF0  @ 1
PINKPCHA.doc:KGPRECF0  @ 1
PINKPDIC.doc:KGPRECF0  @ 1
PINKPGRA.doc:KGPRECF0  @ 1
PINKPOK1.doc:KGPRECF0  @ NA
PINKPOK2.doc:KGPRECF0  @ NA
PINKPOK3.doc:KGPRECF0  @ 1
PINKPORO.doc:KGPRECF0  @ 1
PINKROCK.doc:KGPRECF0  @ 1
PINKSEL.doc:KGPRECF0  @ 1
PINKSSA.doc:KGPRECF0  @ 1
PINKSUND.doc:KGPRECF0  @ 1
PINKUTK1.doc:KGPRECF0  @ NA
PINKUTK2.doc:KGPRECF0  @ NA
PINKUTK3.doc:KGPRECF0  @ 1
PINKWINL.doc:KGPRECF0  @ 1
PINKWINR.doc:KGPRECF0  @ 1
PLAIC7b.doc:KGPRECF0  @ 5.00 
PLAIC7d.doc:KGPRECF0  @ 6.7 
PLAIC7e.doc:KGPRECF0  @ 3.91
PLAIC7h.doc:KGPRECF0  @ 5.00 
PLAICCS.doc:KGPRECF0  @ 3.39
PLAICIIIa.doc:KGPRECF0  @ 5.4 
PLAICIS.doc:KGPRECF0  @ 3.5 
PLAICKAT.doc:KGPRECF0  @ 4.03
PLAICNS.doc:KGPRECF0  @ 6.0 
PLAICSKAG.doc:KGPRECF0  @ 3.12
POLL4VWX5.doc:KGPRECF0  @ NA
POLLFA.doc:KGPRECF0  @ 19. 
POLLICE.doc:KGPRECF0  @ 22.37
POLLNEAR.doc:KGPRECF0  @ 11.14
POLLNS.doc:KGPRECF0  @ 11.00
POLLVI.doc:KGPRECF0  @ 8.13
PPERCHIJS.doc:KGPRECF0  @ NA
PPERCHTJE.doc:KGPRECF0  @ NA
PSAURYBAJA.doc:KGPRECF0  @ NA
PSAURYCAL.doc:KGPRECF0  @ NA
PSEUDOCSGEORGIA.doc:KGPRECF0  @ NA
PSOLEBC.doc:KGPRECF0  @ NA
RBSMELTERIEW.doc:KGPRECF0  @ NA
RED3M2.doc:KGPRECF0  @ 1.8  
RED3M.doc:KGPRECF0  @ NA
RED3NO.doc:KGPRECF0  @ NA
RED3Ps.doc:KGPRECF0  @ NA
RED4VWX.doc:KGPRECF0  @ NA
RED5YZ.doc:KGPRECF0  @ NA
REDDEEPGREEN.doc:KGPRECF0  @ NA
REDDRUMFLATL.doc:KGPRECF0  @ NA 
