1981 0.096875  . . .
1982 0.0564123957  . . .
1983 0.0525875  . . .
1984 0.0490184049  . . .
1985 0.0648717949  . . .
1986 0.0569607843  . . .
1987 0.0521293801  . . .
1988 0.0144096728  . . .
1989 0.04784219  . . .
1990 0.0213450292  . . .
1991 0.027784522  . . .
1992 0.1000892857  . . .
1993 0.1172151899  . . .
1994 0.0677622378  . . .
1995 0.073815261  . . .
1996 0.1006160458  . . .
1997 0.1873372093  . . .
1998 0.1652708058  . . .
1999 0.2594670407  . . .
2000 0.3245414847  . . .
