1981 0  . . . 
1982 0.01125  . . . 
1983 0.0188  . . . 
1984 0.0189473684  . . . 
1985 0.013986014  . . . 
1986 0.0486666667  . . . 
1987 0.0434306569  . . . 
1988 0.0387323944  . . . 
1989 0.0152173913  . . . 
1990 0.0352272727  . . . 
1991 0.03  . . . 
1992 0.1108208955  . . . 
1993 0.0678378378  . . . 
1994 0.0974842767  . . . 
1995 0.0830357143  . . . 
1996 0.1169064748  . . . 
1997 0.0934615385  . . . 
1998 0.0955414013  . . . 
1999 0.1774509804  . . . 
2000 0.0555970149  . . . 
