1981 0  . . . 
1982 0.0475  . . . 
1983 0.15048  . . . 
1984 0.0536842105  . . . 
1985 0.1237762238  . . . 
1986 0.0466666667  . . . 
1987 0.1102189781  . . . 
1988 0.0295774648  . . . 
1989 0.0217391304  . . . 
1990 0.0515151515  . . . 
1991 0.0522142857  . . . 
1992 0.0684328358  . . . 
1993 0.0715135135  . . . 
1994 0.0674842767  . . . 
1995 0.1293452381  . . . 
1996 0.1636690647  . . . 
1997 0.1189230769  . . . 
1998 0.0926751592  . . . 
1999 0.4704575163  . . . 
2000 0.4379104478  . . . 
