1976	6000	291991 .  .
1977	9000	358104 .  .
1978	9887	281624 .  .
1979	14671	298736 .  .
1980	12389	215788 .  .
1981	7725	228603 .  .
1982	3255	226633 .  .
1983	2688	191692 .  .
1984	1747	184584 .  .
