1979    .       5000    .       .
1980    .       3200    .       .
1981    .       3500    .       .
1982    .       2600    .       .
1983    .        700    .       .
1984    .       3700    .       .
1985    .       5600    .       .
1986    .       2900    .       .
1987    .       2100    .       .
1988    .       2200    .       .
1989    .       1500    .       .
