1963       93    696.219 .19  .
1964   99.132    403.619 .19  .
1965  107.136    453.419 .19  .
1966   91.306      49119 .19  .
1967   71.249    340.719 .19  .
1968    74.07      50019 .19  .
1969   61.547    620.119 .19  .
1970   62.675    413.519 .19  .
1971   78.458    229.119 .19  .
1972    61.73    175.319 .19  .
1973   46.945    124.219 .19  .
1974   27.965    212.819 .19  .
1975    19.77    103.819 .19  .
1976   18.844      18519 .19  .
1977    23.96      24019 .19  .
