 1992        .     1040       .    .
 1993      496      826      197 .4911
 1994      604      789      215 .3025
 1995      579      643      315 .6975
 1996      448      482      241 .9256
 1997      406      495      213 .5905
 1998      264      203      183 .8378
 1999      284      660      171 .9823
 2000      164        .      102 .7398
