1974  .  240 . .
1975  .    2 . .
1976  .   42  .  .
1977  .  200 .  .     
1978  .   98  .  .     
1979  .  360   .  .     
1980  .   91  .  .     
1981  .   30 .  .     
1982  .   20  .  .     
1983  .   18  .  .     
1984  .  177   .  .     
1985  .  365   .  . 
1986  .   31  .  .
1987  .    2 .  . 
1988  .    6 .  . 
1989  .  111   .  . 
1990  .  165   .  . 
1991  .  101   .  . 
1992  .  183   .  . 
