 1977  .  32  .  .
 1978  .  10  .  .
 1979  .   2  .  .
 1980  .  17  .  .
 1981  .   5  .  .
 1982  . 192  .  .
 1983  . 0.9  .  .
 1984  .  26  .  .
 1985  .  55  .  .
 1986  .  96  .  .
 1987  .   6  .  .
 1988  .  15  .  .
 1989  .   2  .  .
 1990  .  53  .  .
 1991  .  68  .  .
 1992  . 0.3  .  .
 1993  .  12  .  .
 1994  .  33  .  .
 1995  . 1.5  .  .
 1996  .  56  .  .
