1982 0.0051219512  . . .
1983 0.0028571429  . . .
1984 0.0085714286  . . .
1985 0  . . .
1986 0.0131578947  . . .
1987 0  . . .
1988 0.0157894737  . . .
1989 0.01875  . . .
1990 0.015  . . .
1991 0  . . .
1992 0.021  . . .
1993 0.0415  . . .
1994 0.0110526316  . . .
1995 0.0105263158  . . .
1996 0.0161538462  . . .
1997 0.0129166667  . . .
1998 0.0130434783  . . .
1999 0.0292857143  . . .
2000 0.1335  . . .
