1981 0  . . . 
1982 0.0005959476  . . . 
1983 0.00125  . . . 
1984 0  . . . 
1985 0.0004273504  . . . 
1986 0.0028011204  . . . 
1987 0.0009433962  . . . 
1988 0.0004978663  . . . 
1989 0.0001610306  . . . 
1990 0.0014619883  . . . 
1991 0.0024279211  . . . 
1992 0.0040178571  . . . 
1993 0.0049929677  . . . 
1994 0.0086829837  . . . 
1995 0.0013386881  . . . 
1996 0.0052292264  . . . 
1997 0.0037209302  . . . 
1998 0.005680317  . . . 
1999 0.003085554  . . . 
2000 0.0043668122  . . . 
