     1969 48285    885.1  .  .
     1970 25491   1019.2  .  .
     1971 23412    820.5  .  .
     1972 24229    459.6  .  .
     1973 13917    485.7  .  .
     1974 22684    751.3  .  .
     1975 21948   1070.5  .  .
     1976 67766   1133.4  .  .
     1977 53499    491.5  .  .
     1978 17523    432.6  .  .
     1979 38425    391.5  .  .
     1980 44761    295.5  .  .
     1981 59257    135.9  .  .
     1982 90809    670.5  .  .
     1983 36863   1753.5  .  .
