Pseudochaenichthys georgianus 	 South Georgia, Antarctic Ocean 	 Thousand Tonnes 	 . 	 Thousand Tonnes 
Stizostedion canadense 	 Rainy Lake, Minnesota 	 . 	 index 	 .  
Salmo salar 	 Exploits River, Bishop's Falls, Nfld, CA 	 Number of large salmon 	 . 	 .  
Oncorhynchus nerka 	 Babine Lake, B.C.  	 Millions of Smolt 	 Fish  	 . 
Oncorhynchus nerka  	 Nushagak River, Alaska 	 Millions of fish  	 Millions 	 Millions of fish  
Lepidorhombus whiffiagonis 	 ICES VII and VIIIa,b 	 Tonnes 	 Thousands 	 Tonnes  
Salmo trutta 	 Wilfin Beck, Aug/Sept 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Salmo salar 	 Highlands River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Lepidonotothen squamifrons 	 Lena Bank, Antarctic Ocean 	 Thousand Tonnes 	 . 	 Thousand Tonnes 
Oncorhynchus nerka 	 Birkenhead River, B.C. 	 Fish 	 Fish 	 Fish 
Clupea harengus 	 Gulf of Maine 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Mallotus villosus 	 Northern Newfoundland 	 Index 	 Index 	 Tonnes 
Clupea harengus 	 Eastern Bering Sea 	 Thousands Tonnes   	 Millions 	 .  
Oncorhynchus nerka 	 Igushik River, Alaska 	 Thousands of fish 	 Thousands of fish 	 .  
Salvelinus fontinalis 	 Montmorency County, Michigan 	 Number of eggs 	 Numbers 	 .  
Alosa pseudoharengus  	 Annaquatucket River, USA 	 Thousand pounds 	 Thousands 	 .  
Salmo salar 	 Rocky River, Nfld, CA 	 Number of smolts 	 Number of small salmon 	 .  
Gadus macrocephalus 	 West Vancouver Island 	 . 	 Thousands 	 Thousand tonnes  
Salmo salar 	 Western Arm Brook, Canada 	 Number of Adult 	 Number of Smolt 	 .  
Urophycis chuss 	 NAFO Gulf of Maine, N. Georges Bank  	 Thousand tonnes 	 Millions 	 . 
Sardinops sagax 	 Gulf of California 	 Numbers 	 Numbers 	 Metric tons 
Argyrosomus argentatus 	 East China Sea 	 Ten Thousands (Weighted by maturity and fecundity) 	 Ten Thousands 	 Ten Thousands 
Sardinops sagax 	 California 	 Thousand Tonnes 	 Millions 	 Thousand Tonnes  
Salmo salar 	 Northeast Brook, Nfld, CA 	 Number of large salmon 	 . 	 .  
Clupea harengus 	 Baltic areas 28 and 29S 	 Thousand tonnes 	 Millions 	 Tonnes 
Melanogrammus aeglefinus 	 Iceland 	 Tonnes 	 Thousands 	 Tonnes 
Pollachius virens 	 Faroe 	 Tonnes 	 Thousands 	 Tonnes 
Sebastes alutus 	 Gulf of Alaska 	 Tonnes of Females 	 Thousands 	 . 
Clupea harengus 	 Baltic areas 25-27 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Bakhura River, Sakhalin Is. 	 Thousands 	 Millions of Fry 	 . 
Clupea harengus 	 Baltic area 30 	 Thousand tonnes 	 Millions 	 . 
Merlangius merlangus 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Engraulis mordax 	 California 	 scales per 1000 cm^2 	 . 	 . 
Clupea harengus 	 Hokkaido 	 Thousand Kilograms 	 Thousand Kilograms 	 .   
Salmo salar 	 Conne River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Clupea harengus 	 Hokkaido 	 Thousand Kilograms 	 Thousand Kilograms 	 .   
Pandalus borealis 	 Flemish Cap 	 Thousand tonnes 	 . 	 Thousand tonnes 
Mallotus villosus 	 Northern Newfoundland 	 Index 	 Index 	 Tonnes 
Oncorhynchus gorbuscha  	 Laredo-Campania, B.C.  	 Fish 	 Fish 	 Fish 
Oncorhynchus nerka  	 Egegik River, Alaska 	 Millions of fish  	 Millions 	 Millions of fish  
Dicentrarchus labrax 	 Hinkley Point, Somerset UK 	 . 	 Index 	 . 
Rutilus rutilus 	 Klicava Reservoir 	 Million of eggs 	 Thousands 	 .  
Micropterus salmoide 	 Lake Eufaula, Oklahoma 	 . 	 Number per hour 	 . 
Oncorhynchus gorbuscha  	 Laredo Sound, B.C.  	 Fish 	 Fish 	 Fish 
Oncorhynchus kisutch 	 Qualicum River, British Columbia 	 Females 	 Fry 	 .  
Oncorhynchus gorbuscha  	 N. Queen Charlotte Is., B.C.  	 Fish 	 Fish 	 Fish 
Engraulis ringens 	 Northern/Central Stock Peru 	 Thousand tonnes  	 Billions 	 Thousand tonnes 
Stizostedion vitreum 	 Lake Erie 	 Thousands 	 Thousands 	 .  
Melanogrammus aeglefinus 	 NAFO 3NO2 (Second part of HAD3NO) 	 . 	 . 	 . 
Anarhichas  lupus 	 West Greenland 	 Tonnes 	 Thousands 	 . 
Stizostedion vitreum 	 Savanne Lake, Ontario 	 . 	 Median number of fish per hectare 	 .  
Clupea harengus 	 Gulf of Finland 	 Tonnes 	 Millions 	 Tonnes 
Dicentrarchus labrax 	 Severn Estuary UK 	 . 	 Index 	 . 
Salmo salar 	 Restigouche River, Canada 	 Number angled large salmon 	 Number small parr / 100 m^2 	 .  
Oncorhynchus keta 	 Central Alaska 	 Thousands fish 	 Thousands 	 .  
Morone americana 	 Western Lake Erie 	 . 	 number per hour 	 .  
Gadus morhua 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Squalus acanthias 	 Northwest Atlantic 	 Thousand tonnes 	 Thousand tonnes 	 .  
Gadus morhua 	 North East Arctic 	 Tonnes 	 Thousands 	 Tonnes 
Micropterus salmoide 	 Lake Eufaula, Oklahoma 	 . 	 Number per 1080 sq ft. 	 . 
Oncorhynchus gorbuscha 	 Central Alaska 	 Millions 	 Millions 	 .  
Anoplopoma fimbria 	 West Coast USA (alternative model) 	 Tonnes of females 	 Thousands 	 . 
Pandalus borealis 	 Baffin Bay (Div. 0A + subarea 1)  	 kg/hr 	 . 	 Tonnes 
Clupea harengus 	 ICES VIa (north) 	 Tonnes 	 Thousands 	 Tonnes 
Clupea harengus 	 S.E. Alaska 	 Thousands Tonnes 	 Millions 	 .  
Pagrus auratus 	 Hauraki Gulf/Bay of Plenty  	 Tonnes 	 Millions 	 Tonnes 
Micropterus dolomieui 	 South Bay, Manitoulin Island, Canada 	 . 	 Numbers 	 . 
Coregonus clupeaformis 	 Thunder Bay, Lake Superior 	 Tonnes 	 Thousands 	 Tonnes  
Oncorhynchus nerka  	 Naknek-Kvichak Rivers, Alaska 	 Millions of fish  	 Millions 	 Millions of fish  
Rutilus rutilus 	 River Frome, Dorset, England 	 . 	 Relative year-class strength 	 .  
Oncorhynchus gorbuscha 	 Bakhura River, Sakhalin Is. 	 Millions of Fry 	 Thousands 	 . 
Oncorhynchus gorbuscha 	 Hooknose Creek, B.C., Canada 	 Thousands of eggs 	 Hundreds of fry 	 . 
Salmo salar 	 Humber River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Trachurus mediterraneus 	 Black Sea 	 Thousands tonnes 	 Millions 	 Tonnes 
Oncorhynchus nerka  	 Fulton River, Channel 1, B.C. 	 Millions of eggs 	 Millions of fry 	 . 
Lithodes maja 	 NAFO 4X 	 Kg per tow 	 . 	 . 
Sardinops sagax 	 Japan-E. 	 Millions 	 Millions 	 Tonnes 
Peprilus triacanthus 	 NAFO 5 and 6  	 . 	 . 	 Tonnes 
Oncorhynchus gorbuscha 	 Port Chatham, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Stizostedion vitreum 	 Rainy Lake, Minnesota 	 index 	 index 	 .  
Theragra chalcogramma 	 West Bering Sea 	 Millions of tonnes  	 Millions  	 .  
Engraulis encrasicolus 	 Black Sea 	 Thousand tonnes 	 Billions 	 Tonnes 
Oncorhynchus nerka 	 Stellako River, B.C. 	 Fish 	 Fish 	 Fish 
Oncorhynchus kisutch 	 Mill Creek, Washington 	 . 	 Smolts 	 .  
Pandalus borealis 	 Hopedale and Cartwright Channels (SFA 5) 	 kg/hr 	 . 	 Tonnes 
Melanogrammus aeglefinus 	 North Sea 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Ammodytes marinus 	 Shetland 	 Tonnes 	 Billions 	 Thousand tonnes 
Oncorhynchus gorbuscha  	 Fraser-Graham, B.C.  	 Fish 	 Fish 	 Fish 
Clupea harengus 	 Sitka, Alaska 	 Trillions of Eggs 	 Millions 	 . 
Clupea harengus 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Coregonus clupeaformis 	 Whitefish Bay, Lake Superior 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus nerka 	 Lakelse Lake, B.C.  	 Millions of Eggs 	 Thousands of Smolt 	 . 
Oncorhynchus gorbuscha 	 Utka River, Kamchatka 	 Thousands 	 Millions of Fry 	 . 
Melanogrammus aeglefinus 	 NAFO 4X 	 Tonnes 	 Thousands 	 Tonnes 
Stizostedion vitreum 	 Upper Red Lake, Minnesota 	 . 	 index 	 .  
Clupea harengus 	 North Sea 	 Tonnes 	 Millions 	 Tonnes 
Oncorhynchus gorbuscha 	 Lutoga River, Sakhalin Is. 	 Millions of Fry 	 Thousands 	 . 
Oncorhynchus gorbuscha  	 Fisher-Fitzhugh, B.C.  	 Fish 	 Fish 	 Fish 
Cancer borealis  	 NAFO 5Z 	 Kg per tow 	 . 	 . 
Oncorhynchus gorbuscha  	 Gardner, B.C.  	 Fish 	 Fish 	 Fish 
Oncorhynchus kisutch 	 Qualicum River, British Columbia 	 Females 	 Smolts 	 .  
Pandalus borealis 	 Iceland  	 Kg/hr 	 . 	 Tonnes 
Salvelinus fontinalis 	 Hell Diver 2 Lake, Sierra Nevada 	 Numbers 	 Numbers 	 .  
Clupea harengus 	 South West Coast Vancouver Island 	 Tonnes 	 Millions 	 .  
Oncorhynchus gorbuscha 	 Lesnaya River, Sakhalin Is. 	 Thousands 	 Millions of Fry 	 . 
Salmo salar 	 Rive Ume/Vindela, Sweeden  	 Eggs  	 Number 0+ parr per 100 m^2 	 .  
Pleuronectes platessa 	 ICES VIId 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus tshawytscha  	 Wild Canadian Coastwide 	 Thousands of fish 	 Thousands 	 .  
Oncorhynchus keta 	 Tillamook Bay, Oregon 	 Number of Spawners 	 Number of Recruits 	 .  
Melanogrammus aeglefinus 	 NAFO 4X 	 Tonnes 	 Thousands 	 Tonnes 
Merluccius hubbsi 	 Southwest Atlantic Ocean  	 Million Tonnes 	 Billions 	 . 
Trachurus trecae 	 N.W. Africa (CECAF 34.1.3-34.3.1) 	 . 	 Millions 	 Thousands tonnes 
Paralichthys dentatus 	 Middle Atlantic Bight 	 Tonnes 	 Thousands 	 Tonnes 
Sardinella brasiliensis 	 South Eastern Brazil 	 Thousand tonnes 	 Billions 	 Thousand Tons 
Salmo salar 	 Middle Brook, Nfld, CA 	 Number of large salmon 	 . 	 .  
Scomber japonicus 	 Southern California 	 Million pounds 	 Millions 	 . 
Oncorhynchus nerka 	 Tahltan Lake, B.C. 	 Numbers of fish 	 Thousands of fry 	 .  
Salvelinus fontinalis 	 Fishgut Lake, Sierra Nevada 	 . 	 Numbers 	 .  
Oncorhynchus nerka  	 Gates Creek, B.C.  	 Millions of Fry  	 Fish  	 . 
Oncorhynchus kisutch 	 Minter Creek, Washington 	 Females 	 Smolts 	 .  
Oncorhynchus nerka  	 Upper Pinkut Creek, B.C. 	 Millions of eggs 	 Millions of fry 	 . 
Trachurus trachurus 	 Western ICES 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Northeast Brook, Nfld, CA 	 Number of smolts 	 Number of small salmon 	 .  
Stizostedion canadense 	 Lake Pepin, Minnesota 	 . 	 index 	 .  
Limanda probosidea 	 West Kamchatka Shelf 	 Million eggs 	 Millions 	 . 
Clupea harengus 	 Baltic areas 25-29, 32 plus Gulf of Riga 	 Tonnes 	 Thousands 	 Tonnes 
Coregonus clupeaformis 	 Lake Huron 	 Numbers of eggs 	 Relative year-class strength 	 .  
Stizostedion vitreum 	 Lake Erie, Michigan 	 number per trap-net lift 	 number per trap-net lift 	 .  
Salmo salar 	 Samd Hill River, Labrador, Canada 	 Number of large salmon 	 . 	 .  
Merluccius productus 	 Soledad Basin, Baja California 	 scales per 1000 cm^2 	 . 	 . 
Oncorhynchus tshawytscha  	 Keta River, Alaska-B.C. 	 Numbers 	 Numbers 	 .  
Penaeus orientalis 	 Po-hai Bay 	 Tens of Thousands 	 Tens of Thousands 	 Tonnes 
Oncorhynchus gorbuscha  	 Douglas, B.C.  	 Fish 	 Fish 	 Fish 
Salmo salar 	 Middle Brook, Nfld, CA 	 Number of small salmon 	 . 	 .  
Oncorhynchus gorbuscha 	 James Lagoon, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Gadus morhua 	 Baltic Areas 25-32 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus nerka  	 Fulton River, B.C. 	 Numbers of Spawners 	 Millions of fry 	 . 
Clupea harengus 	 Baltic areas 22 and 24  	 Tonnes 	 Millions 	 Tonnes 
Salvelinus fontinalis 	 Par Value Lake, Sierra Nevada 	 . 	 Numbers 	 .  
Salmo salar 	 Little Codroy River, Canada 	 Thousands of eggs 	 Number of Smolts 	 .  
Stizostedion vitreum 	 Savanne Lake  	 Index 	 Index 	 .  
Sardinops sagax 	 Gulf of California 	 scales per 1000 cm^2 	 . 	 . 
Scomber japonicus 	 Pacific Coast of Japan 	 Trillions of eggs 	 Trillions of eggs 	 . 
Oncorhynchus nerka 	 Egegik River, Alaska 	 Thousands of fish 	 Thousands of fish 	 .  
Pandalus borealis 	 Flemish Cap 	 Tonnes 	 . 	 . 
Clupea harengus 	 Downs stock 	 Thousand Tonnes 	 Millions 	 . 
Salmo salar 	 Girnock Burn, Scotland 	 Thousands of eggs 	 Number of Migrant parr 	 .  
Oncorhynchus nerka 	 Wood River, Alaska 	 Millions of fish 	 Millions of fish 	 Millions of fish  
Clupea harengus 	 NAFO 4T (Spring spawners) 	 .  	 .  	 .  
Gadus morhua 	 Baltic Areas 22 and 24 	 Tonnes 	 Thousands 	 Tonnes  
Gadus morhua 	 Celtic Sea  	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Lomond River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Pleuronectes platessa 	 ICES VIIe 	 Tonnes 	 Thousands 	 Tonnes 
Pollachius virens 	 ICES VI 	 Thousand tonnes 	 Millions 	 Tonnes 
Oncorhynchus kisutch 	 Flynn Creek, Oregon 	 Females 	 Fry 	 .  
Pollachius virens 	 North Sea 	 Tonnes 	 Thousands  	 Tonnes 
Gadus morhua 	 ICES VIId 	 Thousand tonnes 	 Millions 	 Tonnes 
Hippoglossoides platessoides 	 NAFO 3Ps 	 .  	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Northern Panhandle, Alaska 	 Millions of fish 	 Millions of fish 	 Millions of fish 
Lepidorhombus whiffiagonis 	 ICES VII and VIII 	 Tonnes 	 Thousands 	 Tonnes  
Scomber scombrus 	 NAFO 2 to 6 	 Thousand tonnes 	 Tens of millions 	 Tonnes 
Merlangius merlangus 	 Irish Sea 	 Tonnes 	 Thousands 	 Tonnes 
Clupea harengus 	 Gulf of Dvina, White Sea 	 . 	 Millions 	 .   
Pandalus borealis 	 Skagerrak 	 Tonnes 	 Thousands 	 Tonnes 
Argentina silus 	 NAFO 4VWX 	 . 	 . 	 Thousand tonnes  
Perca flavescens 	 Red Lakes, Minnesota 	 . 	 relative to mean 	 .  
Merlangius merlangus 	 North Sea 	 Tonnes 	 Thousands 	 Tonnes 
Trachurus trachurus 	 Southern ICES 	 Tonnes 	 Thousands 	 Tonnes 
Lepidonotothen squamifrons 	 Kerguelen Islands, Antarctic Ocean 	 Thousand Tonnes 	 . 	 Thousand Tonnes 
Pleuronectes platessa 	 ICES IIIa 	 Tonnes 	 Thousands 	 Tonnes 
Dicentrarchus labrax 	 English Channel 	 . 	 Index 	 . 
Oncorhynchus nerka 	 Stellako River, B.C. 	 Fish 	 Fish 	 Fish 
Psetta maeotica  	 Black Sea 	 Thousand tonnes 	 Millions 	 Tonnes 
Merlangius merlangus 	 ICES VIa 	 Thousand tonnes 	 Millions 	 Thousand tonnes 
Morone saxatilis 	 Head of Chesapeake Bay 	 . 	 Catch per haul 	 . 
Salmo salar 	 River Bush, Northern Ireland 	 Millions of eggs 	 Index of fry 	 .  
Clupea harengus 	 Seymour Canal, Alaska 	 Trillions of Eggs 	 Millions 	 . 
Oncorhynchus kisutch 	 Big Beef Ck, Washington 	 Females 	 Smolts 	 .  
Notothenia rossii 	 South Orkney Islands, Antarctic Ocean 	 Thousand Tonnes 	 . 	 Thousand Tonnes 
Salmo salar 	 Terra Nova River, Upper fishway, Nfld, CA 	 Number of large salmon 	 . 	 .  
Oncorhynchus gorbuscha 	 Pokosnaya River, Sakhalin Is. 	 Millions of Fry 	 Thousands 	 . 
Saurida tumbil  	 East China Sea 	 Index 	 Index 	 .  
Oncorhynchus nerka  	 Fulton River, Channel 2, B.C. 	 Millions of eggs 	 Millions of fry 	 . 
Lithodes maja 	 NAFO 5Z 	 Kg per tow 	 . 	 . 
Oncorhynchus nerka 	 Birkenhead River, B.C. 	 Fish 	 Fish 	 Fish 
Oncorhynchus gorbuscha 	 Southern Panhandle, Alaska 	 Millions of fish 	 Millions of fish 	 Millions of fish 
Ammodytes marinus 	 Southern North Sea 	 Tonnes  	 Millions 	 Thousand tonnes 
Pandalus borealis 	 Svalbard and Barents Sea 	 Thousand tonnes 	 . 	 Thousand tonnes 
Clupea harengus 	 NAFO 4WX 	 Tonnes 	 Thousands 	 Thousand tonnes 
Oncorhynchus gorbuscha 	 Poronal River, Sakhalin Is. 	 Thousands 	 Thousands 	 . 
Oncorhynchus kisutch 	 Harris Creek, Washington 	 . 	 Smolts 	 .  
Thunnus alalunga 	 South Pacific Ocean 	 Index 	 Index 	 Thousand tonnes  
Taius tumifrons 	 Japan Coast  	 Numbers 	 Numbers 	 .  
Leuciscus cephalus 	 River Eden, southeast England 	 . 	 Relative year-class strength 	 .  
Melanogrammus aeglefinus 	 NAFO 5Z 	 Tonnes 	 Thousands 	 Million pounds 
Salmo trutta 	 Wilfin Beck, May/June 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Clupea harengus 	 Baltic areas 282932 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Port Dick, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Placopecten magellanicus 	 Georges Bank 	 1e15 eggs 	 Millions 	 .  
Oncorhynchus kisutch 	 Keogh River, British Columbia 	 . 	 Smolts 	 .  
Oncorhynchus kisutch 	 Snahapish Creek, Washington 	 . 	 Smolts 	 .  
Esox lucius 	 Bay of Quinte, Ontario 	 . 	 index 	 . 
Perca flavescens 	 Rainy Lake, Minnesota 	 . 	 index 	 .  
Reinhardtius hippoglossoides 	 Northwest Atlantiac, NAFO 2 and 3LMNOM 	 Tonnes 	 Thousands 	 Tonnes  
Sebastes alutus 	 Eastern Berring Sea  	 Tonnes of Females 	 Thousands 	 Tonnes 
Salmo salar 	 Torrent River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Engraulis mordax 	 Soledad Basin, Baja California 	 scales per 1000 cm^2 	 . 	 . 
Clupea harengus 	 Georges Bank 	 Thousand Tonnes  	 Millions  	 Thousand Tonnes 
Salvelinus fontinalis 	 Fishgut Lake, Sierra Nevada 	 Numbers 	 Numbers 	 .  
Gadus macrocephalus 	 Gulf of Alaska 	 Thousand tonnes 	 Millions 	 Tonnes 
Salmo salar 	 Girnock Burn, Scotland 	 Thousands of eggs 	 Numbers of parr 	 .  
Oncorhynchus tshawytscha  	 Situk River, Alaska 	 Numbers 	 Numbers 	 .  
Gadus macrocephalus 	 Hecate Strait 	 Tonnes 	 Thousands 	 Thousand tonnes 
Salmo salar 	 Margaree River, N.S., Canada 	 Number of fish 	 Number of fish 	 .  
Lophius budegassa 	 ICES VIIb-k and VIIIa,b. 	 Tonnes 	 Thousands 	 Tonnes  
Oncorhynchus kisutch 	 Needle Branch Creek, Oregon 	 Females 	 Fry 	 .  
Salmo salar 	 Gander River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Lactarius lactarius  	 Gulf of Thailand 	 Thousands tonnes 	 Millions 	 .  
Micropterus salmoide 	 Smith Mountain Lake, Virginia 	 . 	 Number per hectare 	 . 
Oncorhynchus gorbuscha 	 Lakelse River, B.C.  	 Thousands  	 Thousands  	 . 
Stizostedion vitreum 	 Buckhorn Lake 	 Index 	 Index 	 .  
Stizostedion vitreum 	 Scugog Lake  	 Index 	 Index 	 .  
Mallotus villosus 	 Northern Gulf of St. Lawrence 	 Occurence % 	 . 	 Tonnes 
Clupea harengus 	 Central Coast B.C. 	 Tonnes 	 Millions 	 .  
Anoplopoma fimbria 	 W. Canada 	 . 	 Thousands 	 Tonnes 
Oncorhynchus nerka 	 Lake Dalnee, Kamchatka  	 Millions of Eggs 	 Thousands of Smolt 	 . 
Perca flavescens 	 Oneida Lake, New York 	 Number of eggs (millions) per hectare 	 Number of fish per hectare 	 .  
Melanogrammus aeglefinus 	 ICES VIa 	 Thousand tonnes 	 Millions 	 Tonnes 
Oncorhynchus gorbuscha  	 Kwinamass/Khinamass, B.C.  	 Fish 	 Fish 	 Fish 
Oncorhynchus gorbuscha  	 North Coast Area 3, B.C.  	 Fish 	 Fish 	 Fish 
Lophius piscatorius 	 ICES VIIb-k and VIIIa,b. 	 Tonnes 	 Thousands 	 Tonnes  
Oncorhynchus nerka  	 Chilko Lake, B.C.  	 Numbers of Effective Females  	 Numbers of Smolts  	 . 
Clupea harengus 	 Bothnian Bay (ICES SD31) 	 Tonnes 	 Thousands 	 . 
Gadus morhua 	 West Greenland (NAFO 1) 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Ellidaar River, Iceland 	 Numbers 	 Numbers  	 .  
Clupea harengus 	 Hokkaido 	 Thousand Kilograms 	 Thousand Kilograms 	 .   
Penaeus esculentus 	 Exmouth Gulf, Western Australia 	 Spawning stock index 	 Recruitment index 	 .  
Oncorhynchus gorbuscha 	 Lakelse River, B.C.  	 Thousands  	 Thousands of Fry  	 . 
Clupea harengus 	 Gulf of Kandalaksha, White Sea 	 . 	 Millions 	 .   
Sebastes entomelas 	 W. U.S. + Canada 	 10^12 oocytes 	 Millions 	 Tonnes 
Reinhardtius hippoglossoides 	 North East Arctic 	 Tonnes 	 Thousands 	 Tonnes 
Ammodytes marinus 	 Northern North Sea 	 Tonnes 	 Millions 	 Thousand tonnes 
Oncorhynchus gorbuscha  	 Aristazabal Is., B.C.  	 Fish 	 Fish 	 Fish 
Coregonus lavaretus 	 Lake Constance, Europe 	 Millions of larvae 	 Thousands 	 .  
Clupea harengus 	 North Strait of Georgia 	 Tonnes 	 Millions 	 .  
Salmo salar 	 Exploits River, Gt. Rattling Brook, Nfld, CA 	 Number of large salmon 	 . 	 .  
Sebastes alutus 	 British Colombia 	 . 	 . 	 . 
Gadus morhua 	 NAFO 5Y 	 Tonnes  	 Thousands 	 Tonnes 
Merluccius productus 	 W. US. + Canada 	 Million Tonnes 	 Billions  	 Thousand tonnes  
Oncorhynchus gorbuscha 	 Rocky River, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Reinhardtius hippoglossoides 	 E. Bering Sea and Aleutian Islands 	 Tonnes of Females 	 Thousands 	 Tonnes 
Osmerus mordax 	 Western Lake Erie 	 . 	 number per hour 	 .  
Sardinops sagax 	 California 	 Thousand tonnes 	 . 	 . 
Salmo trutta 	 Black Brows Beck 	 eggs per 60 m^2 	 fish per 60 m^2 	 .  
Salvelinus fontinalis 	 Wonder 3 Lake, Sierra Nevada 	 . 	 Numbers 	 .  
Oncorhynchus kisutch 	 Wildcat Creek, Washington 	 . 	 Smolts 	 .  
Sardinops sagax 	 South Africa 	 Thousand tonnes 	 Billions 	 .  
Salmo salar 	 River Bush, Northern Ireland 	 Millions of eggs 	 Number of smolts 	 .  
Sardina pilchardus 	 West Iberian (ICES VIIIc-IXa) 	 Tonnes 	 Thousands 	 Tonnes 
Clupea harengus 	 Gulf of Riga 	 Tonnes 	 Thousands 	 . 
Salmo salar 	 Northeast Brook, Nfld, CA 	 Number of small salmon 	 . 	 .  
Stizostedion vitreum 	 Mille Lacs Lake, Minnesota 	 Tonnes 	 Thousands 	 Tonnes 
Eopsetta jordani 	 Southern B.C., Canada 	 Pounds per hour 	 Number per 100 hr. trawling 	 . 
Branchiostegus japonicus 	 Wakasa Bay 	 Index of Eggs 	 Index 	 Tons 
Stizostedion vitreum 	 Erie Lake  	 Index 	 Index 	 .  
Oncorhynchus nerka  	 Late Nadina River, B.C.  	 Millions of Fry  	 Fish  	 . 
Oncorhynchus gorbuscha 	 Windy Left, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Oncorhynchus gorbuscha 	 Seldovia, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Sebastes mentela and fasciatus  	 NAFO 4VWX 	 .  	 .  	 Thousand tonnes 
Gadus morhua 	 NAFO 3M 	 Mean norm. 	 Mean norm. 	 .  
Salmo salar 	 Western Arm Brook, Canada 	 Number of fish 	 Number of fish 	 .  
Micromesistius australis 	 Campbell Island, NZ 	 Tonnes 	 Millions 	 Tonnes 
Oncorhynchus nerka  	 Karluk River, Alaska 	 Thousands of fish  	 Thousands 	 .  
Alosa pseudoharengus  	 Long Pond, MA, USA 	 Thousands 	 Thousands 	 .  
Salmo salar 	 Biscay Bay River, Nfld, CA 	 Number of large salmon 	 . 	 .  
Theragra chalcogramma 	 Gulf of Alaska, Alaska 	 Thousand tonnes 	 Millions 	 Thousand tonnes  
Sebastolobus alaskanus 	 Gulf of Alaska 	 Tonnes 	 Thousands 	 Tonnes 
Micropterus dolomieui 	 Courtois Creek, Missouri  	 . 	 Number per acre 	 . 
Oncorhynchus nerka 	 Kasilof River, Alaska 	 Millions of fish 	 Millions of fish 	 .  
Oncorhynchus gorbuscha 	 Pokosnaya River, Sakhalin Is. 	 Thousands 	 Millions of Fry 	 . 
Morone saxatilis 	 East Coast, USA 	 Tonnes of females 	 Thousands  	 Thousand tonnes 
Oncorhynchus gorbuscha  	 E. Queen Charlotte Is., B.C.  	 Fish 	 Fish 	 Fish 
Pollachius virens 	 North East Arctic 	 Tonnes 	 Thousands 	 Tonnes 
Salmo salar 	 Gander River, Nfld, CA 	 Number of small salmon 	 . 	 .  
Salvelinus fontinalis 	 Flower Lake, Sierra Nevada 	 Numbers 	 Numbers 	 .  
Melanogrammus aeglefinus 	 Rockall Bank 	 Tonnes 	 Thousands 	 Tonnes 
Oncorhynchus gorbuscha 	 Lutoga River, Sakhalin Is. 	 Thousands 	 Millions of Fry 	 . 
Morone saxatilis 	 Potomac River, Chesapeake Bay 	 . 	 Catch per haul 	 . 
Sebastes alutus 	 US West Coast 	 Trillion of eggs  	 Millions 	 Tonnes 
Oncorhynchus gorbuscha 	 Humpy Creek, Cook Inlet, Alaska 	 Numbers of fish 	 Numbers of fish 	 . 
Merluccius capensis 	 South Africa South Coast 	 Thousand Tonnes 	 Millions 	 . 
Mallotus villosus 	 Iceland 	 Thousand tonnes 	 Index 	 Thousand tonnes 
Portunus trituberculatus 	 Hiuchi Nada, Seto Island Sea 	 Tonnes  	 Tonnes 	 Tonnes  
Hippoglossoides platessoides 	 West Greenland 	 Tonnes 	 Thousands 	 . 
Esox lucius 	 River Frome, Dorset, England 	 . 	 Relative year-class strength 	 .  
Oncorhynchus kisutch 	 Snow Creek, Washington 	 Females 	 Smolts 	 .  
Clupea harengus 	 Hokkaido 	 Thousand Kilograms 	 Thousand Kilograms 	 .   
Oncorhynchus kisutch 	 Little Pilchuk Creek, Washington 	 . 	 Smolts 	 .  
