assessid,scientificname,commonname1,stocklong,lme_name,tsyear,tsid,tsvalue
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1946,TB-MT,295570
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1947,TB-MT,273520
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1947,TB-MT,273520
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1948,TB-MT,251250
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1948,TB-MT,251250
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1949,TB-MT,220930
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1949,TB-MT,220930
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1950,TB-MT,186600
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1950,TB-MT,186600
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1951,TB-MT,149810
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1951,TB-MT,149810
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1952,TB-MT,119870
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1952,TB-MT,119870
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1953,TB-MT,104180
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1953,TB-MT,104180
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1954,TB-MT,98489
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1954,TB-MT,98489
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1955,TB-MT,98627
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1955,TB-MT,98627
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1956,TB-MT,115870
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1956,TB-MT,115870
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1957,TB-MT,132120
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1957,TB-MT,132120
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1958,TB-MT,138390
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1958,TB-MT,138390
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1959,TB-MT,146350
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1959,TB-MT,146350
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1960,TB-MT,133190
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1960,TB-MT,133190
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1961,TB-MT,153840
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1961,TB-MT,153840
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1962,TB-MT,159040
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1962,TB-MT,159040
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1963,TB-MT,160120
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1963,TB-MT,160120
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1964,TB-MT,132580
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1964,TB-MT,132580
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1965,TB-MT,160930
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1965,TB-MT,160930
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1966,TB-MT,172880
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1966,TB-MT,172880
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1967,TB-MT,204110
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1967,TB-MT,204110
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1968,TB-MT,207090
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1968,TB-MT,207090
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1969,TB-MT,213850
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1969,TB-MT,213850
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1970,TB-MT,220720
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1970,TB-MT,220720
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1971,TB-MT,225130
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1971,TB-MT,225130
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1972,TB-MT,214950
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1972,TB-MT,214950
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1973,TB-MT,217340
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1973,TB-MT,217340
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1974,TB-MT,223200
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1974,TB-MT,223200
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1975,TB-MT,203240
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1975,TB-MT,203240
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1976,TB-MT,202600
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1976,TB-MT,202600
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1977,TB-MT,183350
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1977,TB-MT,183350
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1978,TB-MT,185970
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1978,TB-MT,185970
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1979,TB-MT,204080
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1979,TB-MT,204080
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1980,TB-MT,204270
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1980,TB-MT,204270
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1981,TB-MT,221300
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1981,TB-MT,221300
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1982,TB-MT,230960
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1982,TB-MT,230960
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1983,TB-MT,212970
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1983,TB-MT,212970
ICCAT-ALBANATL-1930-2006-WORM,Thunnus alalunga,Albacore tuna,Albacore tuna North Atlantic,Atlantic High Seas,1984,TB-MT,183930
