assessid,commonname1,scientificname,family,tsyear,total,total_unit,ssb,ssb_unit
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1990,1262020,MT,387198,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1991,1237030,MT,369813,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1992,1204320,MT,350450,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1993,1194400,MT,333477,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1994,1182570,MT,323936,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1995,1165200,MT,318627,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1996,1137060,MT,310472,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1997,1099280,MT,307622,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1998,1065360,MT,300812,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,1999,1037760,MT,300783,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2000,1021130,MT,295967,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2001,1033790,MT,292180,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2002,1066910,MT,284077,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2003,1181750,MT,275286,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2004,1361180,MT,267245,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2005,1479680,MT,265295,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2006,1550420,MT,268379,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2007,1562280,MT,284426,MT
AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK,Alaska plaice,Pleuronectes quadrituberculatus,Pleuronectidae,2008,1537920,MT,318176,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1957,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1958,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1958,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1959,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1959,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1960,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1960,445745,MT,250637,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1961,121972,MT,83798,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1961,468910,MT,283486,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1962,570532,MT,338725,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1962,126463,MT,85635,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1963,728082,MT,365249,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1963,158238,MT,100631,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1963,,relative,,
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1964,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1964,160429,MT,98383,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1964,792583,MT,449676,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1964,3.339,relative,,
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1965,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1965,859287,MT,484948,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1965,174777,MT,107215,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1965,2.291,relative,,
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1966,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1966,898826,MT,513916,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1966,184152,MT,108779,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1966,1.822,relative,,
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1967,395635,MT,150838,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1967,1.92,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1967,922127,MT,581740,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1967,181652,MT,104635,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1968,520415,MT,211723,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1968,2.463,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1968,855213,MT,541059,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1968,189804,MT,115962,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1969,694141,MT,263959,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1969,2.592,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1969,947816,MT,543703,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1969,215031,MT,123796,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1970,890606,MT,312007,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1970,2.437,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1970,1113606,MT,649873,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1970,224448,MT,129143,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1971,1018303,MT,429569,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1971,2.389,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1971,1136132,MT,642603,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1971,228426,MT,139501,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1972,903655,MT,474092,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1972,3.168,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1972,972455,MT,583001,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1972,237049,MT,147569,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1973,847489,MT,534484,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1973,2.953,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1973,897173,MT,575498,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1973,210528,MT,136683,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1974,833737,MT,554904,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1974,2.358,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1974,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1974,690532,MT,465234,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1974,204074,MT,137612,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1975,743437,MT,472064,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1975,3.868,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1975,555183,MT,367034,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1975,187422,MT,137888,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1975,,MT,,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1976,752264,MT,351529,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1976,5.23,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1976,511871,MT,250078,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1976,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1976,169752,MT,122019,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1977,509424,MT,263118,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1977,6.019,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1977,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1977,419117,MT,168166,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1977,156337,MT,114099,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1978,463810,MT,268081,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1978,4.521,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1978,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1978,365487,MT,171143,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1978,137401,MT,96028,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1979,419101,MT,241039,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1979,3.528,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1979,367831,MT,142892,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1979,,MT,,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1979,113051,MT,83560,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1980,396704,MT,235126,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1980,2.601,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1980,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1980,389048,MT,148285,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1980,124853,MT,88946,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1981,495014,MT,241155,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1981,1.698,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1981,,MT,,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1981,468544,MT,142761,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1981,142243,MT,76332,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1982,511429,MT,210362,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1982,1.24,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1982,59483,MT,37837,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1982,409825,MT,124371,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1982,150259,MT,83378,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1983,466864,MT,214115,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1983,1.067,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1983,410477,MT,165972,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1983,68864,MT,49360,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1983,179313,MT,91811,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1984,465471,MT,176397,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1984,1.193,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1984,76792,MT,65627,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1984,331478,MT,151679,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1984,190450,MT,96213,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1985,489750,MT,160465,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1985,1.132,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1985,68043,MT,58068,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1985,267398,MT,131912,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1985,190249,MT,118137,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1986,486118,MT,151335,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1986,1.351,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1986,284000,MT,97558,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1986,235809,MT,98217,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1986,60773,MT,52101,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1987,383490,MT,152382,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1987,1.366,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1987,50630,MT,44448,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1987,328866,MT,93950,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1987,250728,MT,102893,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1988,318464,MT,147003,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1988,1.21,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1988,337849,MT,133000,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1988,260968,MT,101027,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1988,47814,MT,36506,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1989,255620,MT,113489,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1989,1.133,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1989,301864,MT,136542,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1989,229550,MT,101423,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1989,47092,MT,37404,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1990,260684,MT,100756,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1990,0.754,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1990,43748,MT,33801,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1990,253730,MT,127275,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1990,192726,MT,99089,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1991,279524,MT,97609,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1991,0.851,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1991,40928,MT,30473,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1991,358138,MT,130120,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1991,150297,MT,71466,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1992,274873,MT,99821,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1992,0.688,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1992,552920,MT,120832,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1992,38216,MT,29803,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1992,124705,MT,59906,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1993,322524,MT,105671,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1993,0.581,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1993,31085,MT,25998,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1993,685692,MT,148456,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1993,133831,MT,59693,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1994,313634,MT,113951,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1994,0.446,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1994,22579,MT,16662,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1994,654739,MT,252845,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1994,127443,MT,63449,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1995,457359,MT,135265,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1995,0.495,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1995,802355,MT,337951,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1995,153265,MT,62156,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1995,18165,MT,13388,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1996,446472,MT,157201,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1996,0.72,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1996,18521,MT,14725,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1996,845908,MT,404953,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1996,163159,MT,63393,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1997,468075,MT,195832,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1997,0.81,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1997,22254,MT,18390,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1997,862188,MT,399220,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1997,180579,MT,63706,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1998,387255,MT,194645,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1998,1.102,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1998,16600,MT,13594,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1998,946566,MT,456961,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1998,164784,MT,66744,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,1999,402641,MT,204370,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,1999,1.049,relative,,
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,1999,986722,MT,460846,MT
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,1999,11074,MT,8081,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,1999,212956,MT,73308,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,2000,410441,MT,192004,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,2000,1.608,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,2000,12804,MT,7524,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,2000,1003604,MT,536075,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,2000,223078,MT,84710,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,2001,497328,MT,214736,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,2001,1.716,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,2001,18389,MT,11008,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,2001,1044233,MT,598260,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,2001,287071,MT,84632,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,2002,510864,MT,207795,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,2002,2.167,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,2002,21594,MT,12858,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,2002,1155254,MT,677333,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,2002,313275,MT,83386,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,2003,489421,MT,243724,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,2003,1.992,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,2003,27514,MT,20147,MT
AFWG-POLLNEAR-1957-2006-MINTO,Pollock,Pollachius virens,Gadidae,2003,1036859,MT,632580,MT
NWWG-POLLFAPL-1958-2006-MINTO,Pollock,Pollachius virens,Gadidae,2003,297184,MT,86023,MT
WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO,Pollock,Pollachius virens,Gadidae,2004,494974,MT,290742,MT
NEFSC-POLL5YZ-1963-2007-MAYO,Pollock,Pollachius virens,Gadidae,2004,2.218,relative,,
DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE,Pollock,Pollachius virens,Gadidae,2004,30810,MT,22973,MT
