assessid,commonname1,scientificname,family,tsyear,total,total_unit,ssb,ssb_unit
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1895,11928.62,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1896,8559.26,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1897,3975.5,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1898,3677.92,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1899,3537.4,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1900,3560.98,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1901,3676.75,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1902,3859.16,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1903,3972.85,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1904,3944.36,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1905,4110.33,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1906,4009.29,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1907,3939.03,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1908,3970.15,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1909,3487.57,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1910,3754.01,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1911,3897.86,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1912,3991.1,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1913,4014.05,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1914,4107.73,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1915,4299.1,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1916,4507.86,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1917,4578.75,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1918,4874.81,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1919,5114.3,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1920,5241.72,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1921,4921.56,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1922,4800.94,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1923,4658.62,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1924,4714.47,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1925,4651.72,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1926,4315.91,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1927,3817.74,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1928,3384.65,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1929,2951.26,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1930,2704.76,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1931,2254.02,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1932,1979.87,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1933,1746.7,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1934,1672.04,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1935,1688.33,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1936,1590.28,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1937,1382.73,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1938,1363.89,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1939,1390.19,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1940,1445.89,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1941,1072.1,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1942,1057.97,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1943,919.36,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1944,963.85,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1945,1013.55,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1946,1096.04,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1947,1109.83,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1948,1039.28,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1949,1007.64,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1950,970.3,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1951,975.44,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1952,936.99,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1953,929.18,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1954,942.42,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1955,933.06,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1956,981.85,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1957,1051.63,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1958,1110.4,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1959,1185.73,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1960,1288.15,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1961,1400.49,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1962,1505.14,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1963,1561.47,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1964,1587.44,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1965,1560.59,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1966,1464.78,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1967,1375.39,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1968,1042.65,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1969,911.14,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1970,864.61,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1971,843.23,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1972,832.97,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1973,835.22,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1974,858.79,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1975,899.58,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1976,912.23,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1977,943.69,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1978,990.99,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1979,986.42,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1980,954.36,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1981,911.21,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1982,831.86,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1983,737.29,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1984,629.28,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1985,571.21,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1986,526.08,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1987,519.25,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1988,540.26,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1989,482.99,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1990,473.09,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1991,465.25,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1992,439.95,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1993,431.32,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1994,426.61,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1995,439.04,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1996,482.11,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1997,525.08,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1998,571.1,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,1999,635.77,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2000,687.88,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2001,752.2,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2002,820.77,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2003,902.9,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2004,974.01,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2005,1073.44,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2006,1173.98,MT,,
NEFSC-ATHAL5YZ-1800-2007-COL,Atlantic Halibut,Hippoglossus hippoglossus,Pleuronectidae,2007,1295.94,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1959,330.892,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1960,384.169,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1961,421.15,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1962,521.029,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1963,698.77,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1964,959.184,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1965,1201.158,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1966,1715.316,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1967,2167.305,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1968,2493.251,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1969,2485.359,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1970,2231.949,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1971,2007.024,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1972,2154.798,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1973,2571.96,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1974,2395.718,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1975,2255.635,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1976,1943.75,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1977,1529.794,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1978,1333.002,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1979,1077.344,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1980,991.856,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1981,1530.006,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1982,1555.276,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1983,1531.443,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1984,1780.113,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1985,1848.611,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1986,2152.202,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1987,2269.937,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1988,2834.345,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1989,3907.782,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1990,4576.377,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1991,4472.701,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1992,4256.741,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1993,4475.671,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1994,4311.464,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1995,4908.966,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1996,5542.814,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1997,5172.309,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1998,4851.885,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,1999,4045.754,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2000,3239.309,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2001,2540.692,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2002,2053.057,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2003,2019.421,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2004,2220.301,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2005,2604.588,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2006,2920.318,MT,,
RIDEM-LOBSTERRI-1959-2007-COLLIE,American lobster,Homarus americanus,Nephropidae,2007,3428.63,MT,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1967,0.2,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1968,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1969,0.1,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1970,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1971,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1972,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1973,0.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1974,0.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1975,1.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1976,7,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1977,3.7,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1978,4.5,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1979,6.1,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1980,3.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1981,9.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1982,0.6,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1983,0.2,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1984,0.5,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1985,0.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1986,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1987,1.5,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1988,3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1989,3.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1990,2.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1991,0.7,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1992,0.8,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1993,1.6,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1994,0.9,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1995,0.7,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1996,0.9,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1997,0.5,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1998,1.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,1999,0.2,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2000,0.7,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2001,0.3,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2002,0.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2003,1.9,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2004,0.4,relative,,
NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,Northern shortfin squid,Illex illecebrosus,Ommastrephidae,2005,0.7,relative,,
NZMFishLOBSTERWG-RROCKLOBSTERCRA4-1945-2005-JENSEN,Red rock lobster,Jasus edwardsii,Palinuridae,1945,5382.51,MT,,
NZMFishLOBSTERWG-RROCKLOBSTERCRA3-1945-2007-JENSEN,Red rock lobster,Jasus edwardsii,Palinuridae,1945,2666.275,MT,,
