"Assessid","stockid","Scientific.name","stocklong","Bmsy","Btype","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","Minimum"
"AFSC-NROCKGA-1959-2008-MELNYCHUK","NROCKGA","Sebastes polyspinis","Northern rockfish Gulf of Alaska","0.073","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0684931506849315,0.273972602739726,0.616438356164384,1.21917808219178,2.04109589041096,1.35616438356164,0.89041095890411,0.808219178082192,0.63013698630137,0.410958904109589,0.753424657534247,0.808219178082192,0.63013698630137,0.589041095890411,0.602739726027397,0.547945205479452,0.150684931506849,0.123287671232877,0.136986301369863,0.164383561643836,0.287671232876712,0.753424657534247,0.684931506849315,0.178082191780822,0.0273972602739726,0.0410958904109589,0.0684931506849315,0.150684931506849,0.191780821917808,0.219178082191781,0.561643835616438,0.972602739726027,0.602739726027397,0.753424657534247,0.726027397260274,0.452054794520548,0.397260273972603,0.424657534246575,0.794520547945206,0.506849315068493,0.493150684931507,0.534246575342466,0.849315068493151,0.767123287671233,0.780821917808219,0.821917808219178,0.657534246575343,NA,0.0273972602739726
"AFSC-NRSOLEEBSAI-1971-2008-STANTON","NRSOLEEBSAI","Lepidopsetta polyxystra","Northern rock sole Eastern Bering Sea and Aleutian Islands","0.183","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841530054644809,0.639344262295082,0.295081967213115,0.344262295081967,0.256830601092896,0.360655737704918,0.344262295081967,0.409836065573771,0.426229508196721,1.11475409836066,0.497267759562842,0.442622950819672,0.770491803278688,1.45355191256831,1.01639344262295,0.420765027322404,0.601092896174863,0.475409836065574,0.448087431693989,0.355191256830601,0.306010928961749,0.218579234972678,0.295081967213115,0.14207650273224,0.169398907103825,0.207650273224044,0.12568306010929,0.191256830601093,0.169398907103825,0.245901639344262,0.19672131147541,0.207650273224044,0.213114754098361,NA,0.12568306010929
"AFSC-PCODBSAI-1964-2008-MELNYCHUK","PCODBSAI","Gadus macrocephalus","Pacific cod Bering Sea and Aleutian Islands","0.160129","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-PCODGA-1964-2008-MELNYCHUK","PCODGA","Gadus macrocephalus","Pacific cod Gulf of Alaska","0.195961","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-PERCHEBSAI-1974-2009-STANTON","PERCHEBSAI","Sebastes alutus","Pacific Ocean perch Eastern Bering Sea and Aleutian Islands","0.119762","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-POPERCHGA-1959-2008-MELNYCHUK","POPERCHGA","Sebastes alutus","Pacific ocean perch Gulf of Alaska","0.073","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575342465753425,1.98630136986301,2.63013698630137,5.97260273972603,11.1780821917808,5.67123287671233,4.67123287671233,4.86301369863014,3.79452054794521,2.61643835616438,4.46575342465753,5.19178082191781,4,4.6027397260274,5.93150684931507,7.08219178082192,4.65753424657534,2,2.20547945205479,3.19178082191781,3.61643835616438,2.02739726027397,1.01369863013699,0.835616438356164,0.191780821917808,0.493150684931507,0.972602739726027,1.80821917808219,2.61643835616438,3.02739726027397,1.45205479452055,1.0958904109589,0.287671232876712,0.164383561643836,0.465753424657534,0.643835616438356,0.726027397260274,0.684931506849315,0.808219178082192,0.780821917808219,0.835616438356164,0.863013698630137,0.726027397260274,0.753424657534247,0.726027397260274,0.821917808219178,0.726027397260274,NA,0.164383561643836
"AFSC-RKCRABBB-1960-2008-JENSEN","RKCRABBB","Paralithodes camtschaticus","Red king crab Bristol Bay","0.108979","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98241863111242,5.43315684673194,4.16226979509814,1.7296910413933,1.98662127565861,3.96957211939915,3.74751098835555,1.93064718890795,4.3100046798007,0,0,1.5993907083016,1.88017875003441,3.73466447664229,2.53076280751337,1.43055084007011,1.29474485910129,1.4544086475376,2.39403921856504,2.43900200956147,3.5805063360831,2.6142651336496,3.19144055276705,NA,NA
"AFSC-SABLEFEBSAIGA-1956-2008-MELNYCHUK","SABLEFEBSAIGA","Anoplopoma fimbria","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","0.101","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108910891089109,0.524752475247525,0.900990099009901,0.554455445544554,0.198019801980198,0.217821782178218,0.386138613861386,0.445544554455445,0.693069306930693,0.861386138613861,0.96039603960396,1.22772277227723,1.71287128712871,1.38613861386139,1.43564356435644,1.36633663366337,1.63366336633663,1.28712871287129,0.663366336633663,0.673267326732673,0.584158415841584,0.633663366336634,0.504950495049505,0.475247524752475,0.514851485148515,0.435643564356436,0.821782178217822,1.06930693069307,1.15841584158416,1.12871287128713,1.12871287128713,1.05940594059406,1.02970297029703,1.10891089108911,1.14851485148515,0.96039603960396,0.821782178217822,0.732673267326733,0.732673267326733,0.732673267326733,0.861386138613861,0.762376237623762,0.742574257425742,0.801980198019802,0.792079207920792,0.712871287128713,0.693069306930693,0.683168316831683,0.663366336633663,0.108910891089109
"AFSC-SNOWCRABBS-1979-2008-JENSEN","SNOWCRABBS","Chionoecetes opilio","Snow crab Bering Sea","0.0655166","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-SRAKEROCKBSAI-1977-2008-STANTON","SRAKEROCKBSAI","Sebastes borealis","Shortraker rockfish Bering Sea and Aleutian Islands","0.0225","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24444444444444,1.24444444444444,0.977777777777778,0.355555555555556,0.133333333333333,0.0444444444444444,0.0444444444444444,0.0888888888888889,0.133333333333333,0.311111111111111,1.11111111111111,0.755555555555556,0.622222222222222,0.755555555555556,0.4,0.355555555555556,0.4,0.222222222222222,0.4,0.355555555555556,0.666666666666667,0.4,0.711111111111111,0.533333333333333,0.533333333333333,0.4,0.533333333333333,0.8,0.355555555555556,0.0444444444444444
"AFSC-TANNERCRABBSAI-1965-2008-JENSEN","TANNERCRABBSAI","Chionoecetes bairdi","Tanner crab Bering Sea and Aleutian Islands","0.353052","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906382062698979,0.594813228646205,0.339893273512117,0.991355381077008,1.07632869945504,1.27459977567044,1.69946636756059,0.764759865402264,0.36821771297146,0.254919955134088,0.141622197296716,0.45319103134949,0.169946636756059,0.198271076215402,0.36821771297146,0.424866591890147,0.679786547024234,1.18962645729241,0.991355381077008,0.82140874432095,0.736435425942921,0.566488789186862,0.481515470808833,0.226595515674745,0.396542152430803,0.396542152430803,0.0849733183780293,0.0566488789186862,0.0849733183780293,0.113297757837372,0.0849733183780293,0.0566488789186862,0.113297757837372,0.198271076215402,0.141622197296716,NA,NA
"AFSC-WPOLLAI-1976-2008-MELNYCHUK","WPOLLAI","Theragra chalcogramma","Walleye pollock Aleutian Islands","0.357","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,0.0700280112044818,0.341736694677871,0.204481792717087,0.249299719887955,0.198879551820728,0.218487394957983,0.215686274509804,0.109243697478992,0.092436974789916,0.176470588235294,0.0476190476190476,0.38655462184874,0.624649859943978,0.439775910364146,0.484593837535014,0.627450980392157,0.781512605042017,0.490196078431373,0.512605042016807,0.53781512605042,0.0252100840336134,0.0280112044817927,0.0196078431372549,0.0252100840336134,0.0420168067226891,0.0252100840336134,0.0364145658263305,0.0364145658263305,0.0476190476190476,0.0224089635854342,0.0196078431372549
"AFSC-WPOLLEBS-1963-2008-MELNYCHUK","WPOLLEBS","Theragra chalcogramma","Walleye pollock Eastern Bering Sea","0.277955","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381356694428954,0.37775898976453,0.363368171106834,0.651184544260762,0.65837995358961,0.633196020938641,0.967782554730082,1.23401269989747,1.24480581389074,1.62976021298412,1.90678347214477,1.51823136838697,1.35993236315231,1.10089762731377,1.25559892788401,1.16925401593783,1.21962188123977,0.762713388857909,0.65837995358961,0.51806947167707,0.611609792952097,0.600816678958824,0.5972189742944,0.428126855066468,0.528862585670342,0.532460290334766,0.780701912180029,0.831069777481967,0.705150114227123,1.05772517134068,0.661977658254034,0.510874062348222,0.651184544260762,0.600816678958824,0.514471767012646,0.471299311039557,0.51806947167707,0.633196020938641,0.67636847691173,0.730334046878092,0.618805202280945,0.640391430267489,0.838265186810815,0.967782554730082,NA,NA
"AFSC-YSOLEBSAI-1959-2008-MELNYCHUK","YSOLEBSAI","Limanda aspera","Yellowfin sole Bering Sea and Aleutian Islands","0.13","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30769230769231,1.30769230769231,2.15384615384615,3.46153846153846,1.84615384615385,4.15384615384615,4,6.38461538461538,2.15384615384615,3.15384615384615,1.30769230769231,1.38461538461538,0.846153846153846,0.615384615384615,1.15384615384615,0.692307692307692,0.538461538461539,0.538461538461539,0.461538461538462,0.461538461538462,0.692307692307692,1,0.923076923076923,0.846153846153846,1.07692307692308,0.769230769230769,0.384615384615385,0.384615384615385,0.692307692307692,0.461538461538462,0.615384615384615,0.538461538461539,0.615384615384615,0.846153846153846,0.538461538461539,0.384615384615385,0.461538461538462,0.307692307692308,0.384615384615385,0.384615384615385,0.384615384615385,0.538461538461539,0.538461538461539,0.692307692307692,0.615384615384615,0.307692307692308
"AFWG-CAPENOR-1965-2007-MINTO","CAPENOR","Mallotus villosus","Capelin Barents Sea","0.214238","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFWG-CODCOASTNOR-1982-2006-MINTO","CODCOASTNOR","Gadus morhua","Atlantic cod coastal Norway","0.141717","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38973447081155,3.72220693353655,4.0968973376518,3.46817954091605,4.36997678471884,2.64541304148408,1.2927171757799,1.19886816683955,1.64271047227926,1.65117805203328,1.64200484063309,2.14229767776625,2.64611867313025,2.83028853278012,3.03562734181503,2.99822886456812,2.59884135283699,2.22344531707558,2.71597620610089,2.66093693769978,2.41890528306413,2.53321760974336,3.76454483230664,NA,NA,1.19886816683955
"AFWG-CODNEAR-1943-2006-MINTO","CODNEAR","Gadus morhua","Atlantic cod Northeast Arctic","0.286312","Schaefer Fmsy",1.24549442566152,1.38520215708737,1.86789236916371,1.2475900416329,1.35481572550225,1.89897733940596,2.23567297214228,1.77743161306547,1.80537315935064,1.95451116264774,1.67265081449607,2.21716169772835,2.64606443320573,3.44589119561877,2.37118947162536,1.93250719494817,1.85182598004974,1.89967587806309,1.99223225013272,2.89614127245802,2.61707507893487,2.08024812093101,2.41973790829584,2.10260135795915,1.96743412780463,2.30343122188382,2.2552320545419,2.92652770404314,3.28522730447903,2.53709240269357,2.52905920813658,3.01489284417,2.64850931850569,2.6404761239487,3.19965631898069,2.45815753443796,3.0208304227556,3.32155131464975,3.40293106820531,2.30587610718377,0.946519880410182,1.1211545446925,1.58917544496912,1.93076084830534,3.03095923328397,2.75259157841795,2.44104333733829,3.61388974265836,3.2104836681662,3.47068931794686,2.99847718572746,2.52940847746514,2.3649026237112,1.87103579312079,2.40960909776747,2.55001536785046,2.29644583531253,NA,NA,0.946519880410182
"AFWG-GHALNEAR-1959-2007-JENNINGS","GHALNEAR","Reinhardtius hippoglossoides","Greenland halibut Northeast Arctic","0.133185","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36212786725232,1.98445770920149,1.20208732214589,1.03314937868379,0.982843413297293,1.4926605849007,3.15651161917633,3.17077748995758,2.26677178360927,1.69088110522957,2.09257799301723,2.52280662236738,3.20156173743289,2.55959755227691,2.74730637834591,1.43484626647145,1.29143672335473,1.08495701467883,1.64207681045163,2.18568157074746,2.53857416375718,2.29004767804182,2.63468108270451,2.61741187070616,3.03938131170928,2.38915793820625,3.17678417239179,4.92623043135488,1.83053647182491,2.37113789090363,1.99572023876563,2.35687202012239,2.53707249314863,1.77347298869993,1.77797800052558,2.61741187070616,1.7306753763562,1.71040282314074,1.32297180613432,1.33273266508991,1.624056763149,1.71265532905357,1.68112024627398,NA,NA,0.982843413297293
"AFWG-GOLDREDNEAR-1986-2006-MINTO","GOLDREDNEAR","Sebastes norvegicus","Golden Redfish Northeast Arctic","0.061532","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09543002015212,2.84404862510564,2.38900084508873,2.45400767080543,2.73028668010141,2.42150425794708,2.79529350581811,2.84404862510564,3.34785152441006,2.68153156081389,3.12032763440161,2.45400767080543,2.37274913865956,2.09647012936358,2.14522524865111,2.29149060651368,2.89280374439316,NA,NA,2.09647012936358
"AFWG-HADNEAR-1947-2006-MINTO","HADNEAR","Melanogrammus aeglefinus","Haddock Northeast Arctic","0.335446","Schaefer Fmsy",2.51009104296966,1.90850390226743,2.23612742438425,1.57938982727473,1.17306511331183,1.56478240909118,1.40380269849693,1.37071242465255,1.66226456717326,1.24163054560197,1.53497135157373,2.05249131007673,2.53334366783327,2.69879503705514,2.02178592083376,1.54451088997931,1.88972293603143,1.32152417974875,1.5820728224513,1.22642690626807,1.12357875783286,0.765547957048228,2.19469005443499,1.75050529742492,1.5176809382136,1.58922747625549,2.06262706963267,2.48534786523017,2.01165016127782,2.05904974273057,1.47266624136225,1.42765154451089,1.05680198899376,0.912516470609278,0.837392605665293,1.01566272961967,1.46879080388498,1.90641712824121,1.52155637569087,1.12805041646047,0.465648718422637,0.607847462780895,0.85885656707786,1.09704691664232,1.30661865099003,1.1301371904867,1.19870262277684,1.33702592965783,1.15368792592548,1.18648008919468,0.778366711780734,0.775981827179337,0.863924446855828,1.18230654114224,0.972734806794536,1.12626175300943,1.17783488251462,NA,NA,0.465648718422637
"AFWG-POLLNEAR-1957-2006-MINTO","POLLNEAR","Pollachius virens","Pollock Northeast Arctic","0.271968","Schaefer Fmsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20455347687963,0.724717613836922,0.819214025179433,0.858189198729262,0.914445817154959,0.849364631133075,1.09682021414284,0.985042357924462,0.438654547593835,0.590510648311566,1.22440875397106,1.38839863513355,1.23029179903518,1.46561360160019,2.19180197670314,1.66159254029886,2.15282680315331,1.84543769855277,1.85315919519944,2.08553947523238,2.08333333333333,2.05980115307683,2.22857100835392,2.1712113189787,2.37527944464055,2.00280915401812,1.97670314154606,2.04656430168255,2.50397105541829,2.17635898340981,1.99582303800447,1.58989292857983,2.08958406871397,1.75608895164137,1.79910871867279,1.30199141075421,1.01372220261207,0.842378515119426,0.80965407695023,0.851570773032121,0.57469996470173,0.632427344393458,0.740160607130251,0.651914931168373,0.661474879397576,0.731336039534063,0.822890928344511,NA,NA,0.438654547593835
"ASMFC-ATLCROAKMATLC-1973-2002-STANTON","ATLCROAKMATLC","Micropogonias undulatus","Atlantic croaker Mid-Atlantic Coast","0.407","Fmsy-1/yr linked to F-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417690417690418,0.687960687960688,0.663390663390663,0.540540540540541,0.663390663390663,0.810810810810811,1.22850122850123,1.00737100737101,0.687960687960688,0.85995085995086,0.565110565110565,0.368550368550369,0.294840294840295,0.221130221130221,0.196560196560197,0.221130221130221,0.147420147420147,0.122850122850123,0.0982800982800983,0.0737100737100737,0.0982800982800983,0.122850122850123,0.147420147420147,0.147420147420147,0.245700245700246,0.245700245700246,0.221130221130221,0.221130221130221,0.27027027027027,0.27027027027027,NA,NA,NA,NA,NA,NA,0.0737100737100737
