"","assessid","stockid","common_name","lme","year","ssb","ssb_unit","recruitment","recruitment_unit"
"3606","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1953,2979,"MT",3107,"E03"
"3607","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1954,3565,"MT",4283,"E03"
"3608","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1955,3377,"MT",4886,"E03"
"3609","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1956,2701,"MT",3235,"E03"
"3610","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1957,2114,"MT",2459,"E03"
"3611","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1958,2039,"MT",2396,"E03"
"3612","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1959,2183,"MT",2891,"E03"
"3613","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1960,2938,"MT",4173,"E03"
"3614","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1961,3129,"MT",4875,"E03"
"3615","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1962,3662,"MT",4859,"E03"
"3616","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1963,3870,"MT",4161,"E03"
"3617","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1964,4079,"MT",3750,"E03"
"3618","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1965,4562,"MT",3138,"E03"
"3619","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1966,4560,"MT",2195,"E03"
"3620","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1967,4615,"MT",1651,"E03"
"3621","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1968,4512,"MT",2069,"E03"
"3622","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1969,4195,"MT",2785,"E03"
"3623","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1970,3294,"MT",2822,"E03"
"3624","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1971,3414,"MT",2187,"E03"
"3625","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1972,2715,"MT",2112,"E03"
"3626","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1973,3331,"MT",2095,"E03"
"3627","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1974,3750,"MT",2630,"E03"
"3628","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1975,3215,"MT",2589,"E03"
"3629","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1976,4273,"MT",3418,"E03"
"3630","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1977,3166,"MT",2421,"E03"
"3631","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1978,2937,"MT",1551,"E03"
"3632","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1979,2921,"MT",1372,"E03"
"3633","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1980,3225,"MT",1389,"E03"
"3634","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1981,3022,"MT",1633,"E03"
"3635","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1982,4254,"MT",2117,"E03"
"3636","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1983,3874,"MT",3631,"E03"
"3637","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1984,3665,"MT",5479,"E03"
"3638","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1985,3710,"MT",4670,"E03"
"3639","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1986,4045,"MT",4852,"E03"
"3640","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1987,4222,"MT",5732,"E03"
"3641","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1988,4262,"MT",7520,"E03"
"3642","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1989,4638,"MT",7222,"E03"
"3643","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1990,6359,"MT",4847,"E03"
"3644","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1991,4771,"MT",2868,"E03"
"3645","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1992,6162,"MT",1348,"E03"
"3646","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1993,6792,"MT",837,"E03"
"3647","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1994,6542,"MT",745,"E03"
"3648","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1995,8085,"MT",637,"E03"
"3649","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1996,6943,"MT",600,"E03"
"3650","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1997,5823,"MT",1237,"E03"
"3651","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1998,4902,"MT",NA,"E03"
"3652","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",1999,3104,"MT",NA,"E03"
"3653","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",2000,2935,"MT",NA,"E03"
"3654","DFO-PAC-RSOLEHSTR-1945-2001-COLLIE","RSOLEHSTR","Rock sole","Gulf of Alaska",2001,2587,"MT",NA,"E03"
"3655","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1982,37837,"MT",16664,"E03"
"3656","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1983,49360,"MT",9119,"E03"
"3657","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1984,65627,"MT",11558,"E03"
"3658","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1985,58068,"MT",7287,"E03"
"3659","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1986,52101,"MT",7818,"E03"
"3660","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1987,44448,"MT",11224,"E03"
"3661","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1988,36506,"MT",8603,"E03"
"3662","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1989,37404,"MT",12062,"E03"
"3663","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1990,33801,"MT",13888,"E03"
"3664","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1991,30473,"MT",10304,"E03"
"3665","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1992,29803,"MT",5769,"E03"
"3666","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1993,25998,"MT",5556,"E03"
"3667","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1994,16662,"MT",8927,"E03"
"3668","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1995,13388,"MT",6012,"E03"
"3669","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1996,14725,"MT",3957,"E03"
"3670","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1997,18390,"MT",3527,"E03"
"3671","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1998,13594,"MT",3365,"E03"
"3672","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",1999,8081,"MT",5981,"E03"
"3673","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2000,7524,"MT",7109,"E03"
"3674","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2001,11008,"MT",13926,"E03"
"3675","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2002,12858,"MT",7179,"E03"
"3676","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2003,20147,"MT",14555,"E03"
"3677","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2004,22973,"MT",5318,"E03"
"3678","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2005,28444,"MT",5448,"E03"
"3679","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2006,29959,"MT",5000,"E03"
"3680","DFO-POLL4VWX5Zc-1974-2007-PREFONTAINE","POLL4VWX5Zc","Pollock","Northeast U.S. Continental Shelf",2007,NA,"MT",4372,"E03"
"3681","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1964,NA,"MT",NA,"E03"
"3682","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1965,NA,"MT",NA,"E03"
"3683","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1966,NA,"MT",NA,"E03"
"3684","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1967,NA,"MT",NA,"E03"
"3685","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1968,NA,"MT",NA,"E03"
"3686","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1969,NA,"MT",NA,"E03"
"3687","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1970,NA,"MT",NA,"E03"
"3688","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1971,NA,"MT",NA,"E03"
"3689","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1972,NA,"MT",NA,"E03"
"3690","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1973,NA,"MT",NA,"E03"
"3691","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1974,195178,"MT",106293,"E03"
"3692","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1975,189455,"MT",136678,"E03"
"3693","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1976,214968,"MT",116015,"E03"
"3694","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1977,212937,"MT",159679,"E03"
"3695","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1978,229194,"MT",175089,"E03"
"3696","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1979,256442,"MT",131760,"E03"
"3697","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1980,293630,"MT",206009,"E03"
"3698","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1981,314781,"MT",133587,"E03"
"3699","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1982,341355,"MT",133369,"E03"
"3700","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1983,378057,"MT",168126,"E03"
"3701","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1984,334941,"MT",126341,"E03"
"3702","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1985,217934,"MT",165800,"E03"
"3703","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1986,250487,"MT",125990,"E03"
"3704","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1987,162351,"MT",78341,"E03"
"3705","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1988,126004,"MT",80149,"E03"
"3706","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1989,119855,"MT",67746,"E03"
"3707","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1990,69173,"MT",64607,"E03"
"3708","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1991,41740,"MT",29670,"E03"
"3709","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1992,34058,"MT",17659,"E03"
"3710","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1993,23175,"MT",12737,"E03"
"3711","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1994,11307,"MT",18841,"E03"
"3712","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1995,14525,"MT",12714,"E03"
"3713","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1996,19261,"MT",24632,"E03"
"3714","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1997,26022,"MT",13118,"E03"
"3715","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1998,28784,"MT",12253,"E03"
"3716","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",1999,36810,"MT",12141,"E03"
"3717","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2000,31488,"MT",11599,"E03"
"3718","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2001,27110,"MT",13056,"E03"
"3719","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2002,23864,"MT",10459,"E03"
"3720","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2003,23837,"MT",8908,"E03"
"3721","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2004,39641,"MT",10236,"E03"
"3722","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2005,46808,"MT",8828,"E03"
"3723","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2006,41983,"MT",8769,"E03"
"3724","DFO-QUE-COD3Pn4RS-1964-2007-PREFONTAINE","COD3Pn4RS","Atlantic cod","Newfoundland-Labrador Shelf",2007,44333,"MT",31292,"E03"
"3725","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1970,NA,NA,NA,NA
"3726","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1971,NA,NA,NA,NA
"3727","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1972,NA,NA,NA,NA
"3728","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1973,NA,NA,NA,NA
"3729","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1974,NA,NA,NA,NA
"3730","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1975,NA,NA,NA,NA
"3731","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1976,NA,NA,NA,NA
"3732","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1977,NA,NA,NA,NA
"3733","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1978,NA,NA,NA,NA
"3734","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1979,NA,NA,NA,NA
"3735","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1980,NA,NA,NA,NA
"3736","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1981,NA,NA,NA,NA
"3737","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1982,NA,NA,NA,NA
"3738","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1983,NA,NA,NA,NA
"3739","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1984,NA,NA,NA,NA
"3740","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1985,NA,NA,NA,NA
"3741","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1986,NA,NA,NA,NA
"3742","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1987,NA,NA,NA,NA
"3743","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1988,NA,NA,NA,NA
"3744","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1989,NA,NA,NA,NA
"3745","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1990,NA,NA,NA,NA
"3746","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1991,NA,NA,NA,NA
"3747","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1992,NA,NA,NA,NA
"3748","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1993,NA,NA,NA,NA
"3749","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1994,NA,NA,NA,NA
"3750","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1995,NA,NA,NA,NA
"3751","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1996,NA,NA,NA,NA
"3752","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1997,NA,NA,NA,NA
"3753","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1998,NA,NA,NA,NA
"3754","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",1999,NA,NA,NA,NA
"3755","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",2000,NA,NA,NA,NA
"3756","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",2001,NA,NA,NA,NA
"3757","DFO-QUE-GHAL4RST-1970-2002-PREFONTAINE","GHAL4RST","Greenland halibut","Newfoundland-Labrador Shelf",2002,NA,NA,NA,NA
"3758","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1971,NA,"MT",18236,"E03"
"3759","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1972,NA,"MT",18517,"E03"
"3760","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1973,98616,"MT",41887,"E03"
"3761","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1974,78487,"MT",12032,"E03"
"3762","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1975,64324,"MT",6244,"E03"
"3763","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1976,53837,"MT",17463,"E03"
"3764","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1977,53808,"MT",50112,"E03"
"3765","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1978,46819,"MT",75673,"E03"
"3766","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1979,37859,"MT",385586,"E03"
"3767","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1980,34671,"MT",55836,"E03"
"3768","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1981,39759,"MT",96201,"E03"
"3769","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1982,60336,"MT",36034,"E03"
"3770","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1983,81639,"MT",45130,"E03"
"3771","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1984,85355,"MT",56345,"E03"
"3772","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","HERR4RFA","Herring","Newfoundland-Labrador Shelf",1985,81870,"MT",27686,"E03"
