"","assessid","stockid","common_name","lme","year","ssb","ssb_unit","recruitment","recruitment_unit"
"8958","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1985,7741,"MT",681,"E03"
"8959","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1986,7486,"MT",705,"E03"
"8960","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1987,7003,"MT",835,"E03"
"8961","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1988,6579,"MT",882,"E03"
"8962","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1989,6089,"MT",825,"E03"
"8963","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1990,5875,"MT",967,"E03"
"8964","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1991,5607,"MT",1522,"E03"
"8965","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1992,5451,"MT",1403,"E03"
"8966","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1993,5144,"MT",1043,"E03"
"8967","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1994,5044,"MT",963,"E03"
"8968","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1995,4961,"MT",909,"E03"
"8969","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1996,4895,"MT",1027,"E03"
"8970","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1997,4823,"MT",1295,"E03"
"8971","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1998,4801,"MT",1487,"E03"
"8972","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",1999,4797,"MT",1338,"E03"
"8973","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2000,4879,"MT",1188,"E03"
"8974","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2001,4938,"MT",1022,"E03"
"8975","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2002,4971,"MT",1025,"E03"
"8976","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2003,4990,"MT",1036,"E03"
"8977","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2004,4979,"MT",1035,"E03"
"8978","NWFSC-BGROCKPCOAST-1950-2005-STANTON","BGROCKPCOAST","Blackgill rockfish","California Current",2005,4977,"MT",1197,"E03"
"8979","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1914,NA,"MT",3377.48,"E03"
"8980","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1915,2320.71,"MT",3377.48,"E03"
"8981","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1916,2320.71,"MT",3377.48,"E03"
"8982","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1917,2320.71,"MT",3377.48,"E03"
"8983","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1918,2320.71,"MT",3377.48,"E03"
"8984","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1919,2320.71,"MT",3377.48,"E03"
"8985","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1920,2320.71,"MT",3377.48,"E03"
"8986","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1921,2320.71,"MT",3377.48,"E03"
"8987","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1922,2320.71,"MT",3377.48,"E03"
"8988","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1923,2320.71,"MT",3377.48,"E03"
"8989","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1924,2320.71,"MT",3377.48,"E03"
"8990","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1925,2320.71,"MT",3377.48,"E03"
"8991","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1926,2320.71,"MT",3377.48,"E03"
"8992","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1927,2320.71,"MT",3377.48,"E03"
"8993","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1928,2320.71,"MT",3377.48,"E03"
"8994","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1929,2320.71,"MT",3377.48,"E03"
"8995","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1930,2320.71,"MT",3377.48,"E03"
"8996","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1931,2320.71,"MT",3377.48,"E03"
"8997","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1932,2320.71,"MT",3377.48,"E03"
"8998","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1933,2320.71,"MT",3377.48,"E03"
"8999","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1934,2320.71,"MT",3377.48,"E03"
"9000","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1935,2320.71,"MT",3377.48,"E03"
"9001","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1936,2320.71,"MT",3377.48,"E03"
"9002","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1937,2320.71,"MT",3377.48,"E03"
"9003","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1938,2320.71,"MT",3377.48,"E03"
"9004","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1939,2320.71,"MT",3377.42,"E03"
"9005","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1940,2320.45,"MT",3377.01,"E03"
"9006","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1941,2318.75,"MT",3376.05,"E03"
"9007","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1942,2314.83,"MT",3374.61,"E03"
"9008","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1943,2308.92,"MT",3372.72,"E03"
"9009","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1944,2301.21,"MT",3370.44,"E03"
"9010","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1945,2291.96,"MT",3367.81,"E03"
"9011","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1946,2281.38,"MT",3364.88,"E03"
"9012","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1947,2269.72,"MT",3361.17,"E03"
"9013","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1948,2255.06,"MT",3357.81,"E03"
"9014","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1949,2241.92,"MT",3354.27,"E03"
"9015","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1950,2228.17,"MT",3350.44,"E03"
"9016","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1951,2213.53,"MT",3346.39,"E03"
"9017","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1952,2198.15,"MT",3342.1,"E03"
"9018","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1953,2182.11,"MT",3337.59,"E03"
"9019","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1954,2165.43,"MT",3332.87,"E03"
"9020","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1955,2148.17,"MT",3327.93,"E03"
"9021","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1956,2130.36,"MT",3322.78,"E03"
"9022","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1957,2112.07,"MT",3317.43,"E03"
"9023","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1958,2093.33,"MT",3311.88,"E03"
"9024","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1959,2074.2,"MT",3306.15,"E03"
"9025","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1960,2054.7,"MT",3300.23,"E03"
"9026","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1961,2034.9,"MT",3294.12,"E03"
"9027","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1962,2014.8,"MT",3287.84,"E03"
"9028","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1963,1994.43,"MT",3281.37,"E03"
"9029","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1964,1973.81,"MT",3278.51,"E03"
"9030","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1965,1964.81,"MT",3268.2,"E03"
"9031","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1966,1932.92,"MT",3253.46,"E03"
"9032","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1967,1888.72,"MT",3869.31,"E03"
"9033","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1968,1881.59,"MT",3252.3,"E03"
"9034","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1969,1833.79,"MT",2831.88,"E03"
"9035","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1970,1777.13,"MT",2829.21,"E03"
"9036","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1971,1776.83,"MT",2890.58,"E03"
"9037","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1972,1780.65,"MT",3568.6,"E03"
"9038","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1973,1805.89,"MT",4242.29,"E03"
"9039","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1974,1815.63,"MT",2795.17,"E03"
"9040","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1975,1805.66,"MT",2645.52,"E03"
"9041","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1976,1744.12,"MT",2816.68,"E03"
"9042","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1977,1786.78,"MT",3374.39,"E03"
"9043","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1978,1776.96,"MT",2595.82,"E03"
"9044","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1979,1679.64,"MT",2093.18,"E03"
"9045","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1980,1654.85,"MT",1937.06,"E03"
"9046","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1981,1592.89,"MT",1919.51,"E03"
"9047","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1982,1527.67,"MT",2624.5,"E03"
"9048","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1983,1442.72,"MT",2286,"E03"
"9049","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1984,1359.63,"MT",2469.56,"E03"
"9050","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1985,1257.16,"MT",1688.87,"E03"
"9051","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1986,1185.99,"MT",3026.71,"E03"
"9052","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1987,1084.92,"MT",1930.78,"E03"
"9053","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1988,980.58,"MT",4010.76,"E03"
"9054","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1989,853.42,"MT",2432.59,"E03"
"9055","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1990,774.23,"MT",2360.57,"E03"
"9056","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1991,709.92,"MT",2267.45,"E03"
"9057","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1992,652.73,"MT",2623.19,"E03"
"9058","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1993,619.27,"MT",4624.71,"E03"
"9059","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1994,607.98,"MT",2348.92,"E03"
"9060","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1995,605.66,"MT",2156.58,"E03"
"9061","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1996,649.08,"MT",3103.5,"E03"
"9062","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1997,706.59,"MT",2705.23,"E03"
"9063","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1998,761.87,"MT",5354.79,"E03"
"9064","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",1999,825.81,"MT",2428.7,"E03"
"9065","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2000,891,"MT",2074.86,"E03"
"9066","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2001,958.55,"MT",2282.63,"E03"
"9067","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2002,1043.07,"MT",2535.69,"E03"
"9068","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2003,1114.05,"MT",2702.41,"E03"
"9069","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2004,1171.12,"MT",2780.37,"E03"
"9070","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2005,1210.85,"MT",2818.93,"E03"
"9071","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","BLACKROCKNPCOAST","Black rockfish","California Current",2006,1239.35,"MT",NA,"E03"
"9072","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1915,4578.5,"E06larvae",7852,"E03"
"9073","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1916,4578.5,"E06larvae",7852,"E03"
"9074","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1917,4578,"E06larvae",7852,"E03"
"9075","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1918,4577.1,"E06larvae",7852,"E03"
"9076","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1919,4575.7,"E06larvae",7851,"E03"
"9077","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1920,4573.8,"E06larvae",7851,"E03"
"9078","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1921,4571.6,"E06larvae",7850,"E03"
"9079","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1922,4568.9,"E06larvae",7849,"E03"
"9080","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1923,4565.9,"E06larvae",7848,"E03"
"9081","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1924,4562.7,"E06larvae",7847,"E03"
"9082","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1925,4559.2,"E06larvae",7846,"E03"
"9083","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1926,4555.4,"E06larvae",7845,"E03"
"9084","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1927,4551.5,"E06larvae",7844,"E03"
"9085","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1928,4547.5,"E06larvae",7843,"E03"
"9086","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1929,4543.8,"E06larvae",7842,"E03"
"9087","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1930,4536,"E06larvae",7840,"E03"
"9088","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1931,4528.4,"E06larvae",7838,"E03"
"9089","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1932,4521.5,"E06larvae",7836,"E03"
"9090","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1933,4517.8,"E06larvae",7834,"E03"
"9091","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1934,4515.5,"E06larvae",7834,"E03"
"9092","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1935,4513.2,"E06larvae",7833,"E03"
"9093","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1936,4510,"E06larvae",7832,"E03"
"9094","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1937,4506.4,"E06larvae",7831,"E03"
"9095","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1938,4503.4,"E06larvae",7830,"E03"
"9096","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1939,4500.3,"E06larvae",7829,"E03"
"9097","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1940,4495,"E06larvae",7828,"E03"
"9098","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1941,4491,"E06larvae",7827,"E03"
"9099","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1942,4488.1,"E06larvae",7826,"E03"
"9100","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1943,4485.3,"E06larvae",7825,"E03"
"9101","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1944,4464.6,"E06larvae",7819,"E03"
"9102","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1945,4416.7,"E06larvae",7804,"E03"
"9103","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1946,4321.9,"E06larvae",7775,"E03"
"9104","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1947,4257.6,"E06larvae",7755,"E03"
"9105","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1948,4232.4,"E06larvae",7746,"E03"
"9106","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1949,4230.9,"E06larvae",7746,"E03"
"9107","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1950,4234.9,"E06larvae",7747,"E03"
"9108","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1951,4232.5,"E06larvae",7746,"E03"
"9109","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1952,4221.9,"E06larvae",7743,"E03"
"9110","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1953,4225.2,"E06larvae",7744,"E03"
"9111","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1954,4224.8,"E06larvae",7744,"E03"
"9112","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1955,4217.2,"E06larvae",7741,"E03"
"9113","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1956,4207.6,"E06larvae",7738,"E03"
"9114","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1957,4210.1,"E06larvae",7739,"E03"
"9115","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1958,4206.7,"E06larvae",7738,"E03"
"9116","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1959,4190.6,"E06larvae",7733,"E03"
"9117","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1960,4176.1,"E06larvae",7728,"E03"
"9118","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1961,4162.4,"E06larvae",7723,"E03"
"9119","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1962,4164.7,"E06larvae",7724,"E03"
"9120","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1963,4164.7,"E06larvae",7724,"E03"
"9121","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1964,4153.1,"E06larvae",7720,"E03"
"9122","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1965,4153.6,"E06larvae",7720,"E03"
"9123","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1966,4140.2,"E06larvae",7716,"E03"
"9124","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1967,4134.2,"E06larvae",7714,"E03"
"9125","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1968,4124.1,"E06larvae",7710,"E03"
"9126","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH","BLACKROCKSPCOAST","Black rockfish","California Current",1969,4110.1,"E06larvae",7706,"E03"
