sauptaxonkey,saupname,scientificname,commonname,areaname,primarylme,assessid,tsyear,total,total_unit,ssb,ssb_unit,catch_landings,catch_landings_unit
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",1998,6572.95,"MT",4977.64,"MT",897,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",1999,6005.49,"MT",4541.33,"MT",906,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2000,5515.89,"MT",4034.23,"MT",813,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2001,5054.76,"MT",3726.99,"MT",572,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2002,5002.88,"MT",3651.15,"MT",602,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2003,5175.25,"MT",3463.33,"MT",586,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2004,5465.34,"MT",3217.47,"MT",587,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2005,5646.66,"MT",3011.69,"MT",609,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2006,6134.93,"MT",3078.05,"MT",604,"MT"
610106,"Nemadactylus macropterus","Nemadactylus macropterus","Hawaiian morwong","Southeast Australia","Southeast Australian Shelf","CSIRO-MORWONGSE-1913-2007-FULTON",2007,6759.22,"MT",3591.07,"MT",396,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1968,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1969,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1970,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1971,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1972,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1973,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1974,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1975,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1976,14328.6,"MT",6926,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1977,14328.6,"MT",6926,"MT",94.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1978,14227,"MT",6886.7,"MT",114.3,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1979,14104.2,"MT",6831.4,"MT",137.5,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1980,13962.4,"MT",6761.66,"MT",215.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1981,13747.7,"MT",6659.65,"MT",298.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1982,13457,"MT",6521.3,"MT",348,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1983,13068.2,"MT",6359.96,"MT",426.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1984,12826.9,"MT",6168.65,"MT",511.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1985,12188.6,"MT",5946.81,"MT",571.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1986,11801.1,"MT",5687.26,"MT",591.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1987,11592.3,"MT",5343.83,"MT",631.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1988,11576.1,"MT",5212.63,"MT",644.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1989,10892.8,"MT",5269.48,"MT",611.3,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1990,10609.7,"MT",5185.07,"MT",565,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1991,10068.3,"MT",4868.81,"MT",545,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1992,10035.5,"MT",4650.72,"MT",688.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1993,9731.7,"MT",4397.75,"MT",1030,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1994,9591.1,"MT",4117.11,"MT",900.9,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1995,9682.83,"MT",4021.25,"MT",1043.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1996,9511.32,"MT",4027.49,"MT",1144.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1997,9264.05,"MT",3954.15,"MT",1139.2,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1998,9362.44,"MT",3821.48,"MT",1178.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",1999,9181.56,"MT",3836.14,"MT",1287.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2000,8267.74,"MT",3860.82,"MT",1089.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2001,7585.93,"MT",3648.11,"MT",874.2,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2002,7098.39,"MT",3316.69,"MT",722.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2003,6522.54,"MT",3131.15,"MT",882.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2004,5838.78,"MT",2838.51,"MT",848,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2005,5324.73,"MT",2439.74,"MT",767.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2006,4734.25,"MT",2203.44,"MT",736,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Southeast Australia","Southeast Australian Shelf","CSIRO-NZLINGESE-1968-2007-FULTON",2007,4255.74,"MT",1960.12,"MT",736,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1968,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1969,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1970,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1971,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1972,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1973,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1974,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1975,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1976,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1977,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1978,15459.6,"MT",7036.59,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1979,15459.6,"MT",7036.59,"MT",2.9,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1980,15456.6,"MT",7035.3,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1981,15456.8,"MT",7035.18,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1982,15413.4,"MT",7035.23,"MT",8.5,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1983,15405.2,"MT",7031.58,"MT",0,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1984,15391.4,"MT",7031.4,"MT",0.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1985,15144.3,"MT",7031.33,"MT",123.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1986,14818.9,"MT",6950.02,"MT",138.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1987,14646.8,"MT",6708.48,"MT",245.4,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1988,14227.2,"MT",6511.41,"MT",132.3,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1989,13695.5,"MT",6558.33,"MT",220.4,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1990,13130,"MT",6320.31,"MT",164.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1991,12954.8,"MT",5914.83,"MT",255.5,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1992,12751.1,"MT",5593.02,"MT",207.5,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1993,13112.3,"MT",5482.67,"MT",588,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1994,13886.4,"MT",5260.58,"MT",536.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1995,15029.7,"MT",5338.95,"MT",652.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1996,16269.7,"MT",6073.19,"MT",847.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1997,17033.8,"MT",6708.49,"MT",847.9,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1998,17356.5,"MT",7288.67,"MT",922,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",1999,16741.6,"MT",7660.06,"MT",799.8,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2000,15855.2,"MT",7527.63,"MT",789.9,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2001,14872.7,"MT",7132.31,"MT",864,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2002,13506.1,"MT",6422.84,"MT",877.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2003,12033.9,"MT",5998.78,"MT",725.1,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2004,10722.4,"MT",5319.09,"MT",760.7,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2005,9495.6,"MT",4627.25,"MT",604.6,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2006,8473.45,"MT",4109.74,"MT",465,"MT"
600482,"Genypterus blacodes","Genypterus blacodes","New Zealand ling","Western half of Southeast Australia","Southwest Australian Shelf","CSIRO-NZLINGWSE-1968-2007-FULTON",2007,7758.25,"MT",3660.27,"MT",465,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1978,185452,"MT",40746.3,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1979,185452,"MT",40746.3,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1980,195951,"MT",40746.3,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1981,192659,"MT",57075.7,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1982,189511,"MT",56727.9,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1983,186525,"MT",56304.9,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1984,183716,"MT",55810,"MT",0,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1985,181095,"MT",55247.4,"MT",6,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1986,178665,"MT",54619.5,"MT",60,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1987,176383,"MT",53914.2,"MT",310,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1988,174071,"MT",53064.9,"MT",1949,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1989,170445,"MT",51564.1,"MT",28575,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1990,142360,"MT",40118.2,"MT",34502,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1991,109899,"MT",26748.7,"MT",20436,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1992,91781.4,"MT",18996.6,"MT",24265,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1993,70919.2,"MT",10151.4,"MT",8798,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1994,65211.2,"MT",7212.09,"MT",4140,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1995,64072.5,"MT",5976.27,"MT",2544,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1996,64507.9,"MT",5320.16,"MT",2231,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1997,65274.4,"MT",4808.94,"MT",2250,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1998,66040.1,"MT",4340.36,"MT",2087,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",1999,66948.4,"MT",3971.8,"MT",2052,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2000,67861.3,"MT",3667.21,"MT",2109,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2001,68680,"MT",3405.32,"MT",2027,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2002,69514.4,"MT",3224.37,"MT",1674,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2003,70585,"MT",3182.91,"MT",877,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2004,72254.1,"MT",3362.76,"MT",797,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2005,73877.1,"MT",3602.99,"MT",772,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2006,75404.3,"MT",3892.69,"MT",772,"MT"
600334,"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Southeast Australia","Southeast Australian Shelf","CSIRO-OROUGHYSE-1978-2007-FULTON",2007,76816.1,"MT",4227.02,"MT",,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1978,25368.6,"MT",20682.2,"MT",0,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1979,25368.6,"MT",20682.2,"MT",0,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1980,25328.3,"MT",20682.2,"MT",77.93,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1981,25206.8,"MT",20614.8,"MT",155.87,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1982,24782,"MT",20489.7,"MT",233.8,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1983,24163.1,"MT",20299.8,"MT",311.73,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1984,23767,"MT",19499.6,"MT",389.66,"MT"
612922,"Seriolella punctata","Seriolella punctata","Silverfish","Southeast Australia","Southeast Australian Shelf","CSIRO-SILVERFISHSE-1978-2006-FULTON",1985,23938.8,"MT",18585.6,"MT",467.6,"MT"
