"Kingdom","Phylum","Class","Order","Family","Genus","Species","LME#"
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Raja","undulata",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Raja","velezi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","annandalei",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","barnardi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","bathyphila",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","bigelowi",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","caudaspinosa",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","dissimilis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","fuliginea",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","fyllae",12
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","leopardus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","nigerrima",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","purpuriventralis",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","ravidula",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rajella","sadowskii",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rhinoraja","longicauda",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rioraja","agassizii",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Rostroraja","alba",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Sympterygia","acuta",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Sympterygia","bonapartii",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Sympterygia","brevicaudatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Sympterygia","lima",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Zearaja","chilensis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rajidae","Zearaja","nasuta",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Aptychotrema","bougainvillii",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Aptychotrema","rostrata",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Aptychotrema","vincentiana",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Glaucostegus","granulatus",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Glaucostegus","halavi",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Glaucostegus","typus",8
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Platyrhina","limboonkengi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Platyrhina","sinensis",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Platyrhinoidis","triseriata",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhina","ancylostoma",14
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","albomaculatus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","annulatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","blochii",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","cemiculus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","formosensis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","glaucostigma",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","holcorhynchus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","horkelii",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","hynnicephalus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","irvinei",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","lentiginosus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","leucorhynchus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","leucospilus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","microphthalmus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","obtusus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","ocellatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","percellens",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","planiceps",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","prahli",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","productus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","punctifer",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","rhinobatos",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","schlegelii",9
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhinobatos","thouin",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhynchobatus","australiae",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhynchobatus","djiddensis",8
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Rhynchobatus","luebberti",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Tarsistes","philippii",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Trygonorrhina","fasciata",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Trygonorrhina","melaleuca",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Zanobatus","schoenleinii",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Zapteryx","brevirostris",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Zapteryx","exasperata",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Rhinobatidae","Zapteryx","xyster",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Trygonoptera","mucosa",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Trygonoptera","ovalis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Trygonoptera","personata",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Trygonoptera","testacea",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","aurantiacus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","bucculentus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","circularis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","cruciatus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","flavomosaicus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","gigas",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","kaianus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","lobatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","orarius",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","paucimaculatus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","sufflavus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urolophidae","Urolophus","viridis",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","concentricus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","halleri",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","jamaicensis",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","maculatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","marmoratus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urobatis","tumbesensis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","aspidura",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","chilensis",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","microphthalmum",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","munda",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","nana",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","reticulata",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","rogersi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","serrula",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","simulatrix",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Rajiformes","Urotrygonidae","Urotrygon","venezuelae",1
"Animalia","Chordata","Sarcopterygii (lobe-finned fishes)","Coelacanthiformes","Latimeriidae","Latimeria","chalumnae",1
"Animalia","Chordata","Sarcopterygii (lobe-finned fishes)","Coelacanthiformes","Latimeriidae","Latimeria","menadoensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","brevirostrum",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","medirostris",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","mikadoi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","naccarii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","nudiventris",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","oxyrinchus desotoi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","oxyrinchus oxyrinchus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","persicus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","ruthenus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","sinensis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","stellatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","sturio",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Acipenser","transmontanus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Huso","dauricus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Acipenseriformes","Acipenseridae","Huso","huso",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","affinis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","hawaiensis",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","lacerta",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","machnata",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","saurus",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Elopidae","Elops","senegalensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Megalopidae","Megalops","atlanticus",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Elopiformes","Megalopidae","Megalops","cyprinoides",16
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Albula","forsteri",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Albula","glossodonta",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Albula","nemoptera",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Albula","neoguinaica",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Albula","vulpes",23
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Pterothrissus","belloci",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Albuliformes","Albulidae","Pterothrissus","gissu",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","affinis",16
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","gracilis",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","mediorostris",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","oleosa",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","phalacra",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Aldrovandia","rostrata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosauropsis","macrochir",13
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","carinicauda",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","guentheri",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","johnsonianus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","ovenii",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","pectoralis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","radiatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Halosauridae","Halosaurus","sinensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Lipogenys","gillii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","abbotti",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","bonaparte",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","chemnitzii",19
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","indicus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","sexspinis",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Notacanthus","spinosus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Polyacanthonotus","africanus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Polyacanthonotus","challengeri",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Polyacanthonotus","merretti",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Notacanthiformes","Notacanthidae","Polyacanthonotus","rissoanus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","anguilla",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","australis australis",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","bengalensis bengalensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","bengalensis labiata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","bicolor bicolor",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","celebesensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","dieffenbachii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","japonica",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","malgumora",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","marmorata",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","mossambica",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","obscura",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","reinhardtii",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Anguillidae","Anguilla","rostrata",10
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Boehlkenchelys","longidentata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chilorhinus","platyrhynchus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chilorhinus","suensonii",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chlopsis","bicolor",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chlopsis","dentatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chlopsis","kazuko",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Chlopsis","olokun",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","atronasus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","brachychirus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","diodontus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","hyoproroides",11
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","japonicus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Kaupichthys","nuchalis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Thalassenchelys","coheni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Chlopsidae","Xenoconger","fryeri",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Colocongridae","Coloconger","cadenati",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Colocongridae","Coloconger","giganteus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Colocongridae","Coloconger","meadi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Colocongridae","Coloconger","scholesi",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","anago",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","anagoides",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","anale",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","balearicum",13
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","coquettei",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","gilberti",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","major",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","mauritianum",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","megalops",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","opistophthalmum",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","scheelei",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Ariosoma","shiroanago",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bassanago","bulbiceps",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bassanago","hirsutus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","bullisi",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","dubius",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","guttulatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","macrocercus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","macrurus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","nasicus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","retrotinctus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","thysanochilus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","varidens",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","vicinalis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathycongrus","wallacei",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathymyrus","simus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathymyrus","smithi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Bathyuroconger","vicinus",11
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Blachea","xenobranchialis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Chiloconger","dentatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Chiloconger","philippinensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","cinereus",14
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","conger",11
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","erebennus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","esculentus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","japonicus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","myriaster",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","oceanicus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","oligoporus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","orbignianus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","triporiceps",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","verreauxi",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Conger","wilsoni",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Congriscus","megastomus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Congrosoma","evermanni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Diploconger","polystigmatus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Gnathophis","andriashevi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Gnathophis","bathytopos",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Gnathophis","bracheatopos",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Gnathophis","cinctus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Anguilliformes","Congridae","Gnathophis","habenatus",3
