"Kingdom","Phylum","Class","Order","Family","Genus","Species","LME#"
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Odacidae","Siphonognathus","beddomei",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Odacidae","Siphonognathus","caninis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Odacidae","Siphonognathus","radiatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Odacidae","Siphonognathus","tanyourus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Lonchopisthus","higmani",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Lonchopisthus","lemur",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Lonchopisthus","lindneri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Lonchopisthus","micrognathus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","aurifrons",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","brochus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","castelnaui",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","cuvierii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","evermanni",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","gilberti",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","hongkongiensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","jacksoniensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","latitabundus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","leprocarus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","lonchurus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","macrognathus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","macrolepis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","margaretae",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","maxillosus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","melachasme",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","muscatensis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","nigromarginatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","nothus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","panamaensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","papuensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","punctatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","rhomaleus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","robinsi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","rosenbergii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","scops",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","signatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","solorensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","walkeri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Opistognathus","whitehursti",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Stalix","davidsheni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Stalix","histrio",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Stalix","immaculata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Opistognathidae","Stalix","sheni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","fasciatus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","insignis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","peaolopesi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","punctatus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","robinsoni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Oplegnathidae","Oplegnathus","woodwardi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Parascorpididae","Parascorpis","typus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Parapriacanthus","elongatus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Parapriacanthus","ransonneti",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","adspersa",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","adusta",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","affinis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","analis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","compressa",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","japonica",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","klunzingeri",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","mangula",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","molucca",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","multiradiata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","nyctereutes",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","ornata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","otaitensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","oualensis",12
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","poeyi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","schomburgkii",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","schwenkii",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","vanicolensis",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","xanthoptera",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pempheridae","Pempheris","ypsilychnus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Evistias","acutirostris",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Histiopterus","typus",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Parazanclistius","hutchinsi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Paristiopterus","gallipavo",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Paristiopterus","labiosus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pentaceropsis","recurvirostris",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pentaceros","capensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pentaceros","decacanthus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pentaceros","japonicus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pseudopentaceros","pectoralis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pseudopentaceros","richardsoni",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Pseudopentaceros","wheeleri",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pentacerotidae","Zanclistius","elevatus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percidae","Gymnocephalus","cernuus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percidae","Perca","fluviatilis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percidae","Percarina","demidoffii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percidae","Sander","lucioperca",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Acanthaphritis","barbata",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Acanthaphritis","grandisquamis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Acanthaphritis","unoorum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","anatirostris",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","caudimacula",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","curvatura",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","filifera",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","gobioides",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","greyi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","heterurus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","macromma",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","magnisquamis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","morelandi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","ocellatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","platyrhynchus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Bembrops","quadrisella",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Chrionema","chlorotaenia",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Chrionema","chryseres",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Chrionema","squamentum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Enigmapercis","reducta",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Hemerocoetes","artus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Hemerocoetes","macrophthalmus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Hemerocoetes","monopterygius",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Hemerocoetes","morelandi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Hemerocoetes","pauciradiatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Matsubaraea","fusiforme",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Osopsaron","karlik",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Percophis","brasiliensis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Pteropsaron","evolans",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Percophidae","Pteropsaron","incisum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Apodichthys","flavidus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Apodichthys","fucorum",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Apodichthys","sanctaerosae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","clemensi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","crassispina",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","fangi",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","fasciata",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","gunnellus",13
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","laeta",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","nea",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","nebulosa",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","ornata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","picta",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Pholis","schultzi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidae","Rhodymenichthys","dolichogaster",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidichthyidae","Pholidichthys","anguis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pholidichthyidae","Pholidichthys","leucotaenia",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","alboguttata",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","allporti",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","atlantica",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","aurantiaca",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","clathrata",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","colias",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","cylindrica",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","decemfasciata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","dockinsi",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","elongata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","filamentosa",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","gilliesii",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","haackei",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","hexophtalma",9
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","kamoharai",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","lineopunctata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","macrophthalma",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","maculata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","millepunctata",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","mimaseana",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","multifasciata",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","multiplicata",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","muronis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","nebulosa",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","ommatura",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","pulchella",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","punctulata",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","quadrispinosa",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","ramsayi",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","robinsoni",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","roseoviridis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","schauinslandii",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","sexfasciata",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","simulata",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","snyderi",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","somaliensis",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","stricticeps",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","tetracantha",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Parapercis","xanthozona",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Pinguipes","brasilianus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Pinguipes","chilensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Prolatilus","jugularis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Pseudopercis","semifasciata",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Pinguipedidae","Ryukyupercis","gushikeni",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoclinus","fuscus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoclinus","littoreus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoclinus","marilynae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoclinus","matti",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoclinus","rua",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoplesiops","hiatti",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoplesiops","indicus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Acanthoplesiops","psilogaster",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Assessor","flavissimus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Assessor","macneilli",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Assessor","randalli",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Beliops","batanensis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Beliops","xanthokrossos",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Belonepterygion","fasciolatum",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Calloplesiops","altivelis",8
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Calloplesiops","argus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Fraudella","carassiops",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Notograptus","guttatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Paraplesiops","alisonae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Paraplesiops","bleekeri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Paraplesiops","meleagris",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Paraplesiops","poweri",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","auritus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","cephalotaenia",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","coeruleolineatus",11
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","corallicola",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","facicavus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","genaricus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","gracilis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","insularis",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","mystaxus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","nakaharae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","nigricans",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","oxycephalus",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Plesiops","verecundus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Steeneichthys","plesiopsus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Trachinops","brauni",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Trachinops","caudimaculatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Trachinops","noarlungae",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Plesiopidae","Trachinops","taeniatus",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Eleutheronema","rhadinum",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Eleutheronema","tetradactylum",10
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Eleutheronema","tridactylum",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Filimanus","heptadactyla",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Filimanus","hexanema",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Filimanus","perplexa",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Filimanus","sealei",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Filimanus","xanthonema",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Galeoides","decadactylus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Leptomelanosoma","indicum",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Parapolynemus","verekeri",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Pentanemus","quinquarius",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","approximans",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","macrochir",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","microstomus",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","mullani",1
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","multiradiatus",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","nigripinnis",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","octonemus",4
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","oligodon",5
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","opercularis",2
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","plebeius",14
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","quadrifilis",3
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","sexfilis",6
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","sextarius",7
"Animalia","Chordata","Actinopterygii (ray-finned fishes)","Perciformes","Polynemidae","Polydactylus","siamensis",1
