"assessid","tsyear","pt_avail","ssb","r","total","f","cpue","catch_landings"
"6649","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1979,8,NA,50300.16,NA,NA,NA,NA
"6650","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1980,8,36806.95,26026.7,52640.22,0.44,NA,14442.05
"6651","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1981,8,28189.59,20848.75,43251.89,0.38,NA,13186.11
"6652","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1982,8,24721.99,24665.77,41104.91,0.7,NA,15566.81
"6653","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1983,8,20804.89,15519.75,33670.25,0.69,NA,13721.04
"6654","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1984,8,18473.84,19011.77,26761.48,0.52,NA,10761.25
"6655","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1985,8,11214.95,23601.98,16788.17,0.87,NA,7306.19
"6656","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1986,8,8182.8,41613.16,12219.75,0.66,NA,4796.33
"6657","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1987,8,8309.89,53494.2,11920.71,0.51,NA,4311.73
"6658","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1988,8,8393.36,20980.75,12623.46,0.37,NA,3839.47
"6659","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1989,8,7880.98,21647.86,12591.28,0.47,NA,3536.45
"6660","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1990,8,8162.11,22668.13,13010.45,0.38,NA,3931.53
"6661","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1991,8,10721.71,25136.51,15629.83,0.36,NA,6060.46
"6662","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1992,8,11571.99,39652.84,16036.8,0.46,NA,7033.84
"6663","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1993,8,10207.59,38756.15,14996.91,0.62,NA,6117.7
"6664","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1994,8,9904.53,26618.99,15203.09,0.84,NA,5624.25
"6665","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1995,8,8014.35,24200.84,13223.53,0.9,NA,5443.84
"6666","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1996,8,8503.04,21348.16,13477.2,0.6,NA,4828.96
"6667","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1997,8,10285.17,16742.53,15122.03,0.5,NA,4633.99
"6668","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1998,8,11260.83,26463.56,15587.99,0.53,NA,4383.29
"6669","NEFSC-AMPL5YZ-1960-2008-OBRIEN",1999,8,9764.06,16173.1,13509.11,0.58,NA,3929.01
"6670","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2000,8,10512.18,12409.45,14210.23,0.53,NA,4582.81
"6671","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2001,8,10647.87,28386.72,14426,0.57,NA,4799.89
"6672","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2002,8,9183.34,22482.65,12419.25,0.49,NA,3764.4
"6673","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2003,8,8843.35,36845.86,12600.45,0.48,NA,2801.6
"6674","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2004,8,8560.17,42695.99,11431.53,0.32,NA,2022.79
"6675","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2005,8,9266.34,51396.5,12170.74,0.16,NA,1555.68
"6676","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2006,8,11798.73,23486.86,15664.03,0.13,NA,1338.33
"6677","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2007,8,15659.02,42084.33,21192.91,0.06,NA,1226.17
"6678","NEFSC-AMPL5YZ-1960-2008-OBRIEN",2008,8,NA,NA,24917.72,NA,NA,NA
"6679","NEFSC-ATHAL5YZ-1800-2007-COL",1800,4,NA,NA,97018.46,0,NA,NA
"6680","NEFSC-ATHAL5YZ-1800-2007-COL",1801,4,NA,NA,97008.46,0,NA,NA
"6681","NEFSC-ATHAL5YZ-1800-2007-COL",1802,4,NA,NA,96989.92,0,NA,NA
"6682","NEFSC-ATHAL5YZ-1800-2007-COL",1803,4,NA,NA,96964.09,0,NA,NA
"6683","NEFSC-ATHAL5YZ-1800-2007-COL",1804,4,NA,NA,96935.03,0.001,NA,NA
"6684","NEFSC-ATHAL5YZ-1800-2007-COL",1805,4,NA,NA,96843.22,0.002,NA,NA
"6685","NEFSC-ATHAL5YZ-1800-2007-COL",1806,4,NA,NA,96697.79,0.002,NA,NA
"6686","NEFSC-ATHAL5YZ-1800-2007-COL",1807,4,NA,NA,96506.52,0.003,NA,NA
"6687","NEFSC-ATHAL5YZ-1800-2007-COL",1808,4,NA,NA,96275.97,0.004,NA,NA
"6688","NEFSC-ATHAL5YZ-1800-2007-COL",1809,4,NA,NA,96011.69,0.005,NA,NA
"6689","NEFSC-ATHAL5YZ-1800-2007-COL",1810,4,NA,NA,95718.35,0.005,NA,NA
"6690","NEFSC-ATHAL5YZ-1800-2007-COL",1811,4,NA,NA,95399.88,0.006,NA,NA
"6691","NEFSC-ATHAL5YZ-1800-2007-COL",1812,4,NA,NA,95059.57,0.007,NA,NA
"6692","NEFSC-ATHAL5YZ-1800-2007-COL",1813,4,NA,NA,94700.17,0.007,NA,NA
"6693","NEFSC-ATHAL5YZ-1800-2007-COL",1814,4,NA,NA,94324.01,0.008,NA,NA
"6694","NEFSC-ATHAL5YZ-1800-2007-COL",1815,4,NA,NA,93933,0.009,NA,NA
"6695","NEFSC-ATHAL5YZ-1800-2007-COL",1816,4,NA,NA,93528.74,0.01,NA,NA
"6696","NEFSC-ATHAL5YZ-1800-2007-COL",1817,4,NA,NA,93112.59,0.01,NA,NA
"6697","NEFSC-ATHAL5YZ-1800-2007-COL",1818,4,NA,NA,92685.64,0.011,NA,NA
"6698","NEFSC-ATHAL5YZ-1800-2007-COL",1819,4,NA,NA,92248.8,0.012,NA,NA
"6699","NEFSC-ATHAL5YZ-1800-2007-COL",1820,4,NA,NA,91802.85,0.013,NA,NA
"6700","NEFSC-ATHAL5YZ-1800-2007-COL",1821,4,NA,NA,91348.38,0.014,NA,NA
"6701","NEFSC-ATHAL5YZ-1800-2007-COL",1822,4,NA,NA,90885.89,0.014,NA,NA
"6702","NEFSC-ATHAL5YZ-1800-2007-COL",1823,4,NA,NA,90415.8,0.015,NA,NA
"6703","NEFSC-ATHAL5YZ-1800-2007-COL",1824,4,NA,NA,89938.41,0.016,NA,NA
"6704","NEFSC-ATHAL5YZ-1800-2007-COL",1825,4,NA,NA,89453.98,0.017,NA,NA
"6705","NEFSC-ATHAL5YZ-1800-2007-COL",1826,4,NA,NA,88962.68,0.018,NA,NA
"6706","NEFSC-ATHAL5YZ-1800-2007-COL",1827,4,NA,NA,88464.64,0.019,NA,NA
"6707","NEFSC-ATHAL5YZ-1800-2007-COL",1828,4,NA,NA,87959.95,0.019,NA,NA
"6708","NEFSC-ATHAL5YZ-1800-2007-COL",1829,4,NA,NA,87448.65,0.02,NA,NA
"6709","NEFSC-ATHAL5YZ-1800-2007-COL",1830,4,NA,NA,86930.75,0.021,NA,NA
"6710","NEFSC-ATHAL5YZ-1800-2007-COL",1831,4,NA,NA,86406.22,0.022,NA,NA
"6711","NEFSC-ATHAL5YZ-1800-2007-COL",1832,4,NA,NA,85875.02,0.023,NA,NA
"6712","NEFSC-ATHAL5YZ-1800-2007-COL",1833,4,NA,NA,85337.07,0.024,NA,NA
"6713","NEFSC-ATHAL5YZ-1800-2007-COL",1834,4,NA,NA,84792.26,0.025,NA,NA
"6714","NEFSC-ATHAL5YZ-1800-2007-COL",1835,4,NA,NA,84240.47,0.026,NA,NA
"6715","NEFSC-ATHAL5YZ-1800-2007-COL",1836,4,NA,NA,83681.57,0.027,NA,NA
"6716","NEFSC-ATHAL5YZ-1800-2007-COL",1837,4,NA,NA,83115.38,0.028,NA,NA
"6717","NEFSC-ATHAL5YZ-1800-2007-COL",1838,4,NA,NA,82541.72,0.029,NA,NA
"6718","NEFSC-ATHAL5YZ-1800-2007-COL",1839,4,NA,NA,81960.41,0.03,NA,NA
"6719","NEFSC-ATHAL5YZ-1800-2007-COL",1840,4,NA,NA,81371.21,0.031,NA,NA
"6720","NEFSC-ATHAL5YZ-1800-2007-COL",1841,4,NA,NA,80773.88,0.032,NA,NA
"6721","NEFSC-ATHAL5YZ-1800-2007-COL",1842,4,NA,NA,80168.18,0.033,NA,NA
"6722","NEFSC-ATHAL5YZ-1800-2007-COL",1843,4,NA,NA,79553.83,0.034,NA,NA
"6723","NEFSC-ATHAL5YZ-1800-2007-COL",1844,4,NA,NA,78930.52,0.035,NA,NA
"6724","NEFSC-ATHAL5YZ-1800-2007-COL",1845,4,NA,NA,78297.95,0.036,NA,NA
"6725","NEFSC-ATHAL5YZ-1800-2007-COL",1846,4,NA,NA,77655.77,0.038,NA,NA
"6726","NEFSC-ATHAL5YZ-1800-2007-COL",1847,4,NA,NA,77003.63,0.039,NA,NA
"6727","NEFSC-ATHAL5YZ-1800-2007-COL",1848,4,NA,NA,76341.13,0.04,NA,NA
"6728","NEFSC-ATHAL5YZ-1800-2007-COL",1849,4,NA,NA,75667.86,0.041,NA,NA
"6729","NEFSC-ATHAL5YZ-1800-2007-COL",1850,4,NA,NA,74983.39,0.042,NA,NA
"6730","NEFSC-ATHAL5YZ-1800-2007-COL",1851,4,NA,NA,74287.24,0.044,NA,NA
"6731","NEFSC-ATHAL5YZ-1800-2007-COL",1852,4,NA,NA,73578.9,0.045,NA,NA
"6732","NEFSC-ATHAL5YZ-1800-2007-COL",1853,4,NA,NA,72857.83,0.046,NA,NA
"6733","NEFSC-ATHAL5YZ-1800-2007-COL",1854,4,NA,NA,72123.47,0.048,NA,NA
"6734","NEFSC-ATHAL5YZ-1800-2007-COL",1855,4,NA,NA,71375.18,0.049,NA,NA
"6735","NEFSC-ATHAL5YZ-1800-2007-COL",1856,4,NA,NA,70612.3,0.051,NA,NA
"6736","NEFSC-ATHAL5YZ-1800-2007-COL",1857,4,NA,NA,69834.12,0.052,NA,NA
"6737","NEFSC-ATHAL5YZ-1800-2007-COL",1858,4,NA,NA,69039.87,0.054,NA,NA
"6738","NEFSC-ATHAL5YZ-1800-2007-COL",1859,4,NA,NA,68228.71,0.056,NA,NA
"6739","NEFSC-ATHAL5YZ-1800-2007-COL",1860,4,NA,NA,67399.76,0.057,NA,NA
"6740","NEFSC-ATHAL5YZ-1800-2007-COL",1861,4,NA,NA,66552.03,0.059,NA,NA
"6741","NEFSC-ATHAL5YZ-1800-2007-COL",1862,4,NA,NA,65684.48,0.061,NA,NA
"6742","NEFSC-ATHAL5YZ-1800-2007-COL",1863,4,NA,NA,64795.98,0.063,NA,NA
"6743","NEFSC-ATHAL5YZ-1800-2007-COL",1864,4,NA,NA,63885.28,0.065,NA,NA
"6744","NEFSC-ATHAL5YZ-1800-2007-COL",1865,4,NA,NA,62951.03,0.067,NA,NA
"6745","NEFSC-ATHAL5YZ-1800-2007-COL",1866,4,NA,NA,61991.76,0.069,NA,NA
"6746","NEFSC-ATHAL5YZ-1800-2007-COL",1867,4,NA,NA,61005.86,0.071,NA,NA
"6747","NEFSC-ATHAL5YZ-1800-2007-COL",1868,4,NA,NA,59991.55,0.073,NA,NA
"6748","NEFSC-ATHAL5YZ-1800-2007-COL",1869,4,NA,NA,58946.9,0.076,NA,NA
"6749","NEFSC-ATHAL5YZ-1800-2007-COL",1870,4,NA,NA,57869.75,0.078,NA,NA
"6750","NEFSC-ATHAL5YZ-1800-2007-COL",1871,4,NA,NA,56757.74,0.081,NA,NA
"6751","NEFSC-ATHAL5YZ-1800-2007-COL",1872,4,NA,NA,55608.23,0.084,NA,NA
"6752","NEFSC-ATHAL5YZ-1800-2007-COL",1873,4,NA,NA,54418.31,0.087,NA,NA
"6753","NEFSC-ATHAL5YZ-1800-2007-COL",1874,4,NA,NA,53184.72,0.09,NA,NA
"6754","NEFSC-ATHAL5YZ-1800-2007-COL",1875,4,NA,NA,51903.8,0.094,NA,NA
"6755","NEFSC-ATHAL5YZ-1800-2007-COL",1876,4,NA,NA,50571.46,0.097,NA,NA
"6756","NEFSC-ATHAL5YZ-1800-2007-COL",1877,4,NA,NA,49183.08,0.102,NA,NA
"6757","NEFSC-ATHAL5YZ-1800-2007-COL",1878,4,NA,NA,47733.42,0.106,NA,NA
"6758","NEFSC-ATHAL5YZ-1800-2007-COL",1879,4,NA,NA,46216.54,0.111,NA,NA
"6759","NEFSC-ATHAL5YZ-1800-2007-COL",1880,4,NA,NA,44625.64,0.116,NA,NA
"6760","NEFSC-ATHAL5YZ-1800-2007-COL",1881,4,NA,NA,42952.94,0.123,NA,NA
"6761","NEFSC-ATHAL5YZ-1800-2007-COL",1882,4,NA,NA,41189.44,0.129,NA,NA
"6762","NEFSC-ATHAL5YZ-1800-2007-COL",1883,4,NA,NA,39324.72,0.137,NA,NA
"6763","NEFSC-ATHAL5YZ-1800-2007-COL",1884,4,NA,NA,37346.63,0.146,NA,NA
"6764","NEFSC-ATHAL5YZ-1800-2007-COL",1885,4,NA,NA,35240.89,0.157,NA,NA
"6765","NEFSC-ATHAL5YZ-1800-2007-COL",1886,4,NA,NA,32990.62,0.17,NA,NA
"6766","NEFSC-ATHAL5YZ-1800-2007-COL",1887,4,NA,NA,30575.73,0.185,NA,NA
"6767","NEFSC-ATHAL5YZ-1800-2007-COL",1888,4,NA,NA,27972.11,0.205,NA,NA
"6768","NEFSC-ATHAL5YZ-1800-2007-COL",1889,4,NA,NA,25150.56,0.231,NA,NA
"6769","NEFSC-ATHAL5YZ-1800-2007-COL",1890,4,NA,NA,22075.36,0.266,NA,NA
"6770","NEFSC-ATHAL5YZ-1800-2007-COL",1891,4,NA,NA,18702.42,0.317,NA,NA
"6771","NEFSC-ATHAL5YZ-1800-2007-COL",1892,4,NA,NA,14976.62,0.401,NA,NA
"6772","NEFSC-ATHAL5YZ-1800-2007-COL",1893,4,NA,NA,10828.19,0.074,NA,797.65
"6773","NEFSC-ATHAL5YZ-1800-2007-COL",1894,4,NA,NA,11436.94,0.086,NA,983.28
"6774","NEFSC-ATHAL5YZ-1800-2007-COL",1895,4,NA,NA,11928.62,0.411,NA,4898.91
"6775","NEFSC-ATHAL5YZ-1800-2007-COL",1896,4,NA,NA,8559.26,0.669,NA,5724.72
"6776","NEFSC-ATHAL5YZ-1800-2007-COL",1897,4,NA,NA,3975.5,0.215,NA,854.98
"6777","NEFSC-ATHAL5YZ-1800-2007-COL",1898,4,NA,NA,3677.92,0.179,NA,657.85
"6778","NEFSC-ATHAL5YZ-1800-2007-COL",1899,4,NA,NA,3537.4,0.134,NA,474.73
"6779","NEFSC-ATHAL5YZ-1800-2007-COL",1900,4,NA,NA,3560.98,0.108,NA,385.75
"6780","NEFSC-ATHAL5YZ-1800-2007-COL",1901,4,NA,NA,3676.75,0.091,NA,334.76
"6781","NEFSC-ATHAL5YZ-1800-2007-COL",1902,4,NA,NA,3859.16,0.111,NA,428.07
"6782","NEFSC-ATHAL5YZ-1800-2007-COL",1903,4,NA,NA,3972.85,0.147,NA,585.54
"6783","NEFSC-ATHAL5YZ-1800-2007-COL",1904,4,NA,NA,3944.36,0.098,NA,387.25
"6784","NEFSC-ATHAL5YZ-1800-2007-COL",1905,4,NA,NA,4110.33,0.165,NA,676.52
"6785","NEFSC-ATHAL5YZ-1800-2007-COL",1906,4,NA,NA,4009.29,0.158,NA,632.19
"6786","NEFSC-ATHAL5YZ-1800-2007-COL",1907,4,NA,NA,3939.03,0.132,NA,521.38
"6787","NEFSC-ATHAL5YZ-1800-2007-COL",1908,4,NA,NA,3970.15,0.262,NA,1039.27
"6788","NEFSC-ATHAL5YZ-1800-2007-COL",1909,4,NA,NA,3487.57,0.065,NA,225.12
"6789","NEFSC-ATHAL5YZ-1800-2007-COL",1910,4,NA,NA,3754.01,0.102,NA,383.75
"6790","NEFSC-ATHAL5YZ-1800-2007-COL",1911,4,NA,NA,3897.86,0.116,NA,453.73
"6791","NEFSC-ATHAL5YZ-1800-2007-COL",1912,4,NA,NA,3991.1,0.134,NA,536.55
"6792","NEFSC-ATHAL5YZ-1800-2007-COL",1913,4,NA,NA,4014.05,0.117,NA,468.9
"6793","NEFSC-ATHAL5YZ-1800-2007-COL",1914,4,NA,NA,4107.73,0.093,NA,383.75
"6794","NEFSC-ATHAL5YZ-1800-2007-COL",1915,4,NA,NA,4299.1,0.091,NA,391.91
"6795","NEFSC-ATHAL5YZ-1800-2007-COL",1916,4,NA,NA,4507.86,0.124,NA,557.54
"6796","NEFSC-ATHAL5YZ-1800-2007-COL",1917,4,NA,NA,4578.75,0.075,NA,341.76
"6797","NEFSC-ATHAL5YZ-1800-2007-COL",1918,4,NA,NA,4874.81,0.09,NA,437.4
"6798","NEFSC-ATHAL5YZ-1800-2007-COL",1919,4,NA,NA,5114.3,0.114,NA,580.87
"6799","NEFSC-ATHAL5YZ-1800-2007-COL",1920,4,NA,NA,5241.72,0.199,NA,1045.1
"6800","NEFSC-ATHAL5YZ-1800-2007-COL",1921,4,NA,NA,4921.56,0.163,NA,803.65
"6801","NEFSC-ATHAL5YZ-1800-2007-COL",1922,4,NA,NA,4800.94,0.169,NA,809.49
"6802","NEFSC-ATHAL5YZ-1800-2007-COL",1923,4,NA,NA,4658.62,0.127,NA,592.53
"6803","NEFSC-ATHAL5YZ-1800-2007-COL",1924,4,NA,NA,4714.47,0.152,NA,718.51
"6804","NEFSC-ATHAL5YZ-1800-2007-COL",1925,4,NA,NA,4651.72,0.211,NA,983.28
"6805","NEFSC-ATHAL5YZ-1800-2007-COL",1926,4,NA,NA,4315.91,0.255,NA,1101.09
"6806","NEFSC-ATHAL5YZ-1800-2007-COL",1927,4,NA,NA,3817.74,0.254,NA,969.28
"6807","NEFSC-ATHAL5YZ-1800-2007-COL",1928,4,NA,NA,3384.65,0.269,NA,910.96
"6808","NEFSC-ATHAL5YZ-1800-2007-COL",1929,4,NA,NA,2951.26,0.225,NA,664.85
"6809","NEFSC-ATHAL5YZ-1800-2007-COL",1930,4,NA,NA,2704.76,0.309,NA,835.15
"6810","NEFSC-ATHAL5YZ-1800-2007-COL",1931,4,NA,NA,2254.02,0.264,NA,596.03
"6811","NEFSC-ATHAL5YZ-1800-2007-COL",1932,4,NA,NA,1979.87,0.261,NA,516.72
"6812","NEFSC-ATHAL5YZ-1800-2007-COL",1933,4,NA,NA,1746.7,0.186,NA,325.43
"6813","NEFSC-ATHAL5YZ-1800-2007-COL",1934,4,NA,NA,1672.04,0.134,NA,223.95
"6814","NEFSC-ATHAL5YZ-1800-2007-COL",1935,4,NA,NA,1688.33,0.202,NA,340.59
"6815","NEFSC-ATHAL5YZ-1800-2007-COL",1936,4,NA,NA,1590.28,0.274,NA,436.24
"6816","NEFSC-ATHAL5YZ-1800-2007-COL",1937,4,NA,NA,1382.73,0.158,NA,218.12
"6817","NEFSC-ATHAL5YZ-1800-2007-COL",1938,4,NA,NA,1363.89,0.125,NA,170.3
"6818","NEFSC-ATHAL5YZ-1800-2007-COL",1939,4,NA,NA,1390.19,0.104,NA,144.63
"6819","NEFSC-ATHAL5YZ-1800-2007-COL",1940,4,NA,NA,1445.89,0.403,NA,582.04
"6820","NEFSC-ATHAL5YZ-1800-2007-COL",1941,4,NA,NA,1072.1,0.158,NA,169.13
"6821","NEFSC-ATHAL5YZ-1800-2007-COL",1942,4,NA,NA,1057.97,0.276,NA,291.6
"6822","NEFSC-ATHAL5YZ-1800-2007-COL",1943,4,NA,NA,919.36,0.096,NA,88.65
"6823","NEFSC-ATHAL5YZ-1800-2007-COL",1944,4,NA,NA,963.85,0.093,NA,89.81
"6824","NEFSC-ATHAL5YZ-1800-2007-COL",1945,4,NA,NA,1013.55,0.063,NA,64.15
"6825","NEFSC-ATHAL5YZ-1800-2007-COL",1946,4,NA,NA,1096.04,0.132,NA,144.63
"6826","NEFSC-ATHAL5YZ-1800-2007-COL",1947,4,NA,NA,1109.83,0.208,NA,230.95
"6827","NEFSC-ATHAL5YZ-1800-2007-COL",1948,4,NA,NA,1039.28,0.175,NA,181.96
"6828","NEFSC-ATHAL5YZ-1800-2007-COL",1949,4,NA,NA,1007.64,0.182,NA,183.13
"6829","NEFSC-ATHAL5YZ-1800-2007-COL",1950,4,NA,NA,970.3,0.139,NA,135.3
"6830","NEFSC-ATHAL5YZ-1800-2007-COL",1951,4,NA,NA,975.44,0.184,NA,179.63
"6831","NEFSC-ATHAL5YZ-1800-2007-COL",1952,4,NA,NA,936.99,0.153,NA,143.47
"6832","NEFSC-ATHAL5YZ-1800-2007-COL",1953,4,NA,NA,929.18,0.131,NA,121.31
"6833","NEFSC-ATHAL5YZ-1800-2007-COL",1954,4,NA,NA,942.42,0.155,NA,145.8
"6834","NEFSC-ATHAL5YZ-1800-2007-COL",1955,4,NA,NA,933.06,0.093,NA,86.31
"6835","NEFSC-ATHAL5YZ-1800-2007-COL",1956,4,NA,NA,981.85,0.074,NA,72.32
"6836","NEFSC-ATHAL5YZ-1800-2007-COL",1957,4,NA,NA,1051.63,0.089,NA,93.31
"6837","NEFSC-ATHAL5YZ-1800-2007-COL",1958,4,NA,NA,1110.4,0.077,NA,85.15
"6838","NEFSC-ATHAL5YZ-1800-2007-COL",1959,4,NA,NA,1185.73,0.058,NA,68.82
"6839","NEFSC-ATHAL5YZ-1800-2007-COL",1960,4,NA,NA,1288.15,0.057,NA,73.48
"6840","NEFSC-ATHAL5YZ-1800-2007-COL",1961,4,NA,NA,1400.49,0.069,NA,97.15
"6841","NEFSC-ATHAL5YZ-1800-2007-COL",1962,4,NA,NA,1505.14,0.107,NA,160.31
"6842","NEFSC-ATHAL5YZ-1800-2007-COL",1963,4,NA,NA,1561.47,0.127,NA,198.64
"6843","NEFSC-ATHAL5YZ-1800-2007-COL",1964,4,NA,NA,1587.44,0.161,NA,255.14
"6844","NEFSC-ATHAL5YZ-1800-2007-COL",1965,4,NA,NA,1560.59,0.205,NA,320.3
"6845","NEFSC-ATHAL5YZ-1800-2007-COL",1966,4,NA,NA,1464.78,0.205,NA,300.3
"6846","NEFSC-ATHAL5YZ-1800-2007-COL",1967,4,NA,NA,1375.39,0.386,NA,530.97
"6847","NEFSC-ATHAL5YZ-1800-2007-COL",1968,4,NA,NA,1042.65,0.271,NA,282.31
"6848","NEFSC-ATHAL5YZ-1800-2007-COL",1969,4,NA,NA,911.14,0.196,NA,178.48
"6849","NEFSC-ATHAL5YZ-1800-2007-COL",1970,4,NA,NA,864.61,0.17,NA,146.65
"6850","NEFSC-ATHAL5YZ-1800-2007-COL",1971,4,NA,NA,843.23,0.157,NA,132.48
"6851","NEFSC-ATHAL5YZ-1800-2007-COL",1972,4,NA,NA,832.97,0.142,NA,118.48
"6852","NEFSC-ATHAL5YZ-1800-2007-COL",1973,4,NA,NA,835.22,0.117,NA,97.49
"6853","NEFSC-ATHAL5YZ-1800-2007-COL",1974,4,NA,NA,858.79,0.097,NA,83.65
"6854","NEFSC-ATHAL5YZ-1800-2007-COL",1975,4,NA,NA,899.58,0.131,NA,117.65
"6855","NEFSC-ATHAL5YZ-1800-2007-COL",1976,4,NA,NA,912.23,0.11,NA,100.65
"6856","NEFSC-ATHAL5YZ-1800-2007-COL",1977,4,NA,NA,943.69,0.095,NA,89.32
"6857","NEFSC-ATHAL5YZ-1800-2007-COL",1978,4,NA,NA,990.99,0.149,NA,147.98
"6858","NEFSC-ATHAL5YZ-1800-2007-COL",1979,4,NA,NA,986.42,0.177,NA,174.8
"6859","NEFSC-ATHAL5YZ-1800-2007-COL",1980,4,NA,NA,954.36,0.19,NA,181.31
"6860","NEFSC-ATHAL5YZ-1800-2007-COL",1981,4,NA,NA,911.21,0.232,NA,211.31
"6861","NEFSC-ATHAL5YZ-1800-2007-COL",1982,4,NA,NA,831.86,0.259,NA,215.14
"6862","NEFSC-ATHAL5YZ-1800-2007-COL",1983,4,NA,NA,737.29,0.292,NA,214.98
"6863","NEFSC-ATHAL5YZ-1800-2007-COL",1984,4,NA,NA,629.28,0.238,NA,149.48
"6864","NEFSC-ATHAL5YZ-1800-2007-COL",1985,4,NA,NA,571.21,0.224,NA,128.15
"6865","NEFSC-ATHAL5YZ-1800-2007-COL",1986,4,NA,NA,526.08,0.158,NA,83.32
"6866","NEFSC-ATHAL5YZ-1800-2007-COL",1987,4,NA,NA,519.25,0.105,NA,54.49
"6867","NEFSC-ATHAL5YZ-1800-2007-COL",1988,4,NA,NA,540.26,0.251,NA,135.82
"6868","NEFSC-ATHAL5YZ-1800-2007-COL",1989,4,NA,NA,482.99,0.166,NA,80.16
"6869","NEFSC-ATHAL5YZ-1800-2007-COL",1990,4,NA,NA,473.09,0.162,NA,76.66
"6870","NEFSC-ATHAL5YZ-1800-2007-COL",1991,4,NA,NA,465.25,0.2,NA,92.99
"6871","NEFSC-ATHAL5YZ-1800-2007-COL",1992,4,NA,NA,439.95,0.165,NA,72.66
"6872","NEFSC-ATHAL5YZ-1800-2007-COL",1993,4,NA,NA,431.32,0.156,NA,67.5
"6873","NEFSC-ATHAL5YZ-1800-2007-COL",1994,4,NA,NA,426.61,0.116,NA,49.66
"6874","NEFSC-ATHAL5YZ-1800-2007-COL",1995,4,NA,NA,439.04,0.047,NA,20.83
"6875","NEFSC-ATHAL5YZ-1800-2007-COL",1996,4,NA,NA,482.11,0.056,NA,27.16
"6876","NEFSC-ATHAL5YZ-1800-2007-COL",1997,4,NA,NA,525.08,0.058,NA,30.33
"6877","NEFSC-ATHAL5YZ-1800-2007-COL",1998,4,NA,NA,571.1,0.032,NA,18.33
"6878","NEFSC-ATHAL5YZ-1800-2007-COL",1999,4,NA,NA,635.77,0.063,NA,37.58
"6879","NEFSC-ATHAL5YZ-1800-2007-COL",2000,4,NA,NA,687.88,0.052,NA,33.12
"6880","NEFSC-ATHAL5YZ-1800-2007-COL",2001,4,NA,NA,752.2,0.054,NA,38.12
"6881","NEFSC-ATHAL5YZ-1800-2007-COL",2002,4,NA,NA,820.77,0.045,NA,34.65
"6882","NEFSC-ATHAL5YZ-1800-2007-COL",2003,4,NA,NA,902.9,0.066,NA,55.91
"6883","NEFSC-ATHAL5YZ-1800-2007-COL",2004,4,NA,NA,974.01,0.043,NA,39.12
"6884","NEFSC-ATHAL5YZ-1800-2007-COL",2005,4,NA,NA,1073.44,0.051,NA,50.91
"6885","NEFSC-ATHAL5YZ-1800-2007-COL",2006,4,NA,NA,1173.98,0.041,NA,44.52
"6886","NEFSC-ATHAL5YZ-1800-2007-COL",2007,4,NA,NA,1295.94,0.065,NA,84.24
"6887","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1981,5,NA,NA,NA,NA,NA,52688
"6888","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1982,5,335,41300,365924,0.18,NA,45480
"6889","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1983,5,306,40700,332890,0.21,NA,48871
"6890","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1984,5,260,50100,286748,0.19,NA,37237
"6891","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1985,5,222,28200,248449,0.19,NA,30542
"6892","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1986,5,226,21400,252520,0.34,NA,50328
"6893","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1987,5,191,14900,204880,0.36,NA,42962
"6894","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1988,5,148,20700,160171,0.32,NA,30180
"6895","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD",1989,5,132,45600,145288,0.27,NA,23537
