"taxocategory","geo","stockid","stocklong","assessid","tsyear","ssb"
"1","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1978,4748.72
"2","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1979,21832.51
"3","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1980,39599.82
"4","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1981,39084.58
"5","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1982,28463.71
"6","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1983,36662.7
"7","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1984,44341.47
"8","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1985,37436.3
"9","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1986,29467.48
"10","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1987,43744.92
"11","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1988,57578.83
"12","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1989,38934.73
"13","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1990,24920.73
"14","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1991,33146.48
"15","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1992,55066.2
"16","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1993,39332.21
"17","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1994,28264.2
"18","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1995,32123.1
"19","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1996,34864.16
"20","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1997,39758.82
"21","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1998,41794.53
"22","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",1999,51877.03
"23","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2000,54283.03
"24","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2001,70414.73
"25","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2002,58172.91
"26","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2003,72198.84
"27","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2004,87794.21
"28","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2005,85901.66
"29","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2006,84923.03
"30","Pelagic","NEPac","HERRSITKA","Pacific herring Sitka","ADFG-HERRSITKA-1978-2007-COLLIE",2007,82880.44
"31","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1975,172125
"32","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1976,208732
"33","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1977,247863
"34","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1978,281912
"35","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1979,308075
"36","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1980,337365
"37","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1981,370607
"38","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1982,411737
"39","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1983,443838
"40","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1984,469901
"41","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1985,476423
"42","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1986,468456
"43","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1987,451535
"44","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1988,432878
"45","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1989,404037
"46","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1990,387198
"47","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1991,369813
"48","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1992,350450
"49","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1993,333477
"50","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1994,323936
"51","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1995,318627
"52","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1996,310472
"53","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1997,307622
"54","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1998,300812
"55","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1999,300783
"56","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2000,295967
"57","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2001,292180
"58","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2002,284077
"59","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2003,275286
"60","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2004,267245
"61","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2005,265295
"62","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2006,268379
"63","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2007,284426
"64","Pleuronectiformes","NEPac","ALPLAICBSAI","Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",2008,318176
"65","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1976,158781
"66","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1977,157687
"67","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1978,167314
"68","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1979,174482
"69","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1980,173514
"70","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1981,173256
"71","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1982,177675
"72","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1983,187094
"73","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1984,194330
"74","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1985,213962
"75","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1986,240468
"76","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1987,256850
"77","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1988,276549
"78","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1989,289764
"79","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1990,312459
"80","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1991,343049
"81","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1992,383001
"82","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1993,426976
"83","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1994,461060
"84","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1995,478406
"85","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1996,494967
"86","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1997,501634
"87","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1998,507398
"88","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",1999,509864
"89","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2000,524969
"90","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2001,543316
"91","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2002,562611
"92","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2003,596293
"93","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2004,635103
"94","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2005,663351
"95","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2006,697773
"96","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2007,742608
"97","Pleuronectiformes","NEPac","ARFLOUNDBSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2008-STANTON",2008,788485
"98","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1961,197773
"99","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1962,203554
"100","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1963,207858
"101","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1964,211591
"102","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1965,215285
"103","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1966,219009
"104","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1967,220958
"105","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1968,222825
"106","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1969,224985
"107","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1970,227123
"108","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1971,228318
"109","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1972,229843
"110","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1973,229018
"111","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1974,225229
"112","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1975,228639
"113","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1976,240734
"114","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1977,264331
"115","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1978,297844
"116","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1979,344913
"117","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1980,397150
"118","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1981,443824
"119","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1982,483368
"120","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1983,517769
"121","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1984,549071
"122","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1985,585680
"123","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1986,629556
"124","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1987,671017
"125","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1988,693255
"126","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1989,715626
"127","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1990,746026
"128","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1991,783277
"129","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1992,825959
"130","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1993,864642
"131","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1994,895095
"132","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1995,906040
"133","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1996,913895
"134","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1997,915292
"135","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1998,916789
"136","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",1999,915555
"137","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2000,903265
"138","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2001,884328
"139","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2002,880814
"140","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2003,893944
"141","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2004,928970
"142","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2005,1009480
"143","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2006,1111220
"144","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2007,1208120
"145","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2008,1275310
"146","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2009,1295050
"147","Pleuronectiformes","NEPac","ARFLOUNDGA","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STANTON",2010,1293640
"148","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1977,75681
"149","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1978,77012
"150","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1979,84920
"151","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1980,101260
"152","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1981,147910
"153","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1982,155720
"154","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1983,144940
"155","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1984,125550
"156","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1985,100750
"157","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1986,85800
"158","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1987,86182
"159","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1988,94556
"160","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1989,107160
"161","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1990,126010
"162","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1991,146580
"163","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1992,190790
"164","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1993,194700
"165","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1994,170050
"166","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1995,149680
"167","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1996,136370
"168","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1997,115890
"169","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1998,105730
"170","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",1999,112060
"171","Other demersal","NEPac","ATKABSAI","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2009-STANTON",2000,98804
