168590,Trachurus mediterraneus,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus

161831,Engraulis encrasicolus,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis

166756,Sebastes mentella,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastes
